genres,id_spotify,artist,name,cover_art,isrc,preview_url,download_url
pop,01i5mNc91rrX7xCp6QAjHu,The Go-Go's,We Got The Beat,https://i.scdn.co/image/ab67616d0000b27382d1d953320ac0555ed64ddc,USIR39000040,https://cdns-preview-3.dzcdn.net/stream/c-36cc0eb80f5e64e6607d0b34a35706fe-9.mp3,
"rock,pop",1jxbgBKN2tzIcym71WtoHN,Snow Patrol,Make Up,https://i.scdn.co/image/ab67616d0000b27308146aa9cb52c6738c0ae9d0,GBCAX9800909,https://cdns-preview-a.dzcdn.net/stream/c-a897320d9f1390ff02917910fe539fd7-2.mp3,
pop,3sUAiM6X9tDShF8wef8RXe,Tiger Trap,For Sure,https://i.scdn.co/image/ab67616d0000b2733c3cf53208f56963261b8e3c,USK110501707,,
pop,1cwTMSQeMaA9fVKEF1iWeD,Arca,Anoche,https://i.scdn.co/image/ab67616d0000b273ae6f8037dbdd456fb037eccb,GBBKS1600191,https://cdns-preview-6.dzcdn.net/stream/c-6f02aaa5a69054e0a3ed6fb7300b24ad-5.mp3,
pop,0qhSd7by0urMKphI9hrDIF,VNV Nation,In Defiance,https://i.scdn.co/image/ab67616d0000b2734b73ddf7a0bf343e129d6ff4,DEBL60821041,https://cdns-preview-d.dzcdn.net/stream/c-dc34ea7303d46737c6de1a315dda803b-1.mp3,
"rock,pop",0I0uVTQL4FYYiU5aRodScs,No Doubt,Bathwater,https://i.scdn.co/image/ab67616d0000b273488ca162bbf39b4b9b283a15,USIR10000086,https://p.scdn.co/mp3-preview/96d644d3e62dd3f64e577367ed3bdb9b41bc4a44?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0sLSHaxxkEYDLuzK4R0RX1,The Ting Tings,Great DJ,https://i.scdn.co/image/ab67616d0000b2732b984d022f1042f03367d6e4,GBARL0701283,https://p.scdn.co/mp3-preview/c19dc025a15218fac65edef14d38df99ddca1161?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",13ciolkGHykwdCGy3k6sYd,Phantom Planet,One Ray of Sunlight,https://i.scdn.co/image/ab67616d0000b273c97fb28f10e9a9ec4618e22c,USSM10105498,https://p.scdn.co/mp3-preview/7145822605372555bf84fde0ad64854bef59c013?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0eCKVcW9LfcSKDUAqS171z,Little Porkchop,"Mean, Mean Man",https://i.scdn.co/image/ab67616d0000b2732fd34d9154abd8f51be9b665,USQY50972944,,
"rock,pop",1aU96xRIhk4G6fxBNRxEf8,Stereophonics,Roll Up and Shine,https://i.scdn.co/image/ab67616d0000b273dbd8e0bef74a65975cf2f00f,GBBLK9800281,https://cdns-preview-6.dzcdn.net/stream/c-617f2f1b0cd2342f787b86f2251d4883-4.mp3,
pop,3KhIpPRbkjr3p1eJkD51dj,Taylor Swift,New Romantics,https://i.scdn.co/image/ab67616d0000b273eb4ef60f82fdc4b489ac1950,USCJY1431449,https://cdns-preview-8.dzcdn.net/stream/c-83ff82fb25196d7d933190254bf26819-4.mp3,
"rock,pop",10FBFLM3ADkCICZGwWICnh,Natalie Imbruglia,Big Mistake,https://i.scdn.co/image/ab67616d0000b27353f9aa2f017eaa2309d8ed87,GBARL9700531,https://p.scdn.co/mp3-preview/0b71a0e8b3df08551ba977046a7e4d2782a4cac3?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0BgbobvykXxEvxo2HhCuvM,Jack Johnson,Banana Pancakes,https://i.scdn.co/image/ab67616d0000b273628dba01c669d89586967dc5,USMC60400032,https://p.scdn.co/mp3-preview/062b6bfb45eaa125efea2dff80897fa3b5996567?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0wH9I7KDa75MTc2t9qxZ8N,Sufjan Stevens,Adlai Stevenson,https://i.scdn.co/image/ab67616d0000b2731137ef30e6880cf829217df9,USKRS0644902,https://cdns-preview-1.dzcdn.net/stream/c-1d8d43f758f00d2a72d17503af0c771c-2.mp3,
"rock,pop,rnb",2GyqwP1fUSbR7V7NLBlRcq,Janet Jackson,Black Cat,https://i.scdn.co/image/ab67616d0000b273824f7f94305f7d6f2585b3f6,USAM18900851,https://cdns-preview-0.dzcdn.net/stream/c-02683f97f02182f7fe5b87dcaa2330dd-1.mp3,
pop,012AllEynYGf7zJjkKz2zj,The Dø,Keep Your Lips Sealed,https://i.scdn.co/image/ab67616d0000b2732b6074ffb90cac8aa3cd11d6,FR2MH1400010,https://p.scdn.co/mp3-preview/3f2e0ae20a8d42b41b4a9635255995a27ef16e80?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0YpPlCcc2TahZM1sVBi3b4,Linkin Park,P5hng Me A*wy,https://i.scdn.co/image/ab67616d0000b27375558b354b8b884870cdf3d5,USWB10201918,https://p.scdn.co/mp3-preview/2bfa2abc488cd868d84317e37514c4424a116c9a?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0HguL2WyaQ6hQKmgmilnnz,Mother Mother,Body,https://i.scdn.co/image/ab67616d0000b273b5cadb1c50dc41cbaa7fc26e,CAL450882106,https://cdns-preview-0.dzcdn.net/stream/c-0d7231bf6d0e81d14f5bedce838b4c6f-6.mp3,
pop,0W4pKmCAhYiCk6GMRCLCf5,Barbra Streisand,Guilty,https://i.scdn.co/image/ab67616d0000b273e6401de51428a8e8b52cba1a,USSM19804322,https://p.scdn.co/mp3-preview/42065d8430399cf8088689531c9bd53ff3b2427f?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0QG9AlwOGbKphUwBbxvtUy,Hot Chip,Motion Sickness,https://i.scdn.co/image/ab67616d0000b2730e7786b9e2c0e734c91babec,GBCEL1200067,https://p.scdn.co/mp3-preview/3c111bf8e4d560bfdc4ce9cc280a14b17e61a10c?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",2izEPsov4WIxnnXeGCUjoZ,MGMT,I Found a Whistle,https://i.scdn.co/image/ab67616d0000b273eebd340ecd097b392d425349,USSM11000446,https://p.scdn.co/mp3-preview/635413cf3002c2f9bdcd69731dc6ad6ba3beca91?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1aEf7PDOedm3Ogg9E5Lg89,Menomena,Muscle'n Flo,https://i.scdn.co/image/ab67616d0000b27394c64363211cefe9f63d2f77,USBS50611447,https://cdns-preview-c.dzcdn.net/stream/c-c9b278629d0c67f4e35a2cd2714cc4e9-3.mp3,
"pop,rock",0A97GqUPZvQHQq3km1ftxA,Elton John,Sacrifice,https://i.scdn.co/image/ab67616d0000b27320d975aaa14073f1a2adfe06,GBALX8900001,https://cdns-preview-0.dzcdn.net/stream/c-0d7d4656f1144d5a768e6a134ed1a0d2-9.mp3,
"pop,rnb",032fYdBl2p7ePv0SA5gPN1,Natasha Bedingfield,Love Like This,https://i.scdn.co/image/ab67616d0000b2737a2663a29b649b28f1025545,GBARL0701133,https://p.scdn.co/mp3-preview/0154d60b80749d958c90133892b587eb7b015b9b?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1XfdRLyKALlyuSeisvzvdJ,Ash,A Life Less Ordinary,https://i.scdn.co/image/ab67616d0000b2735fc56725c83afa20557a44db,GBBUG9700501,https://p.scdn.co/mp3-preview/d06e33890e4a09fe0cfb6e5849f4d3e82e9fd775?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0BsacNlCvySOtXYbKd36Ni,Bastille,Things We Lost in the Fire,https://i.scdn.co/image/ab67616d0000b2731dbd109a0c242b70d119f982,GBAAA1200932,https://cdns-preview-3.dzcdn.net/stream/c-3ea61ccdc91827e33a1ad29146e1e881-4.mp3,
pop,18s1FEc02QfpSygKti1efr,El Perro del Mar,Here Comes That Feeling,https://i.scdn.co/image/ab67616d0000b273ebda739e4894a5fa3b5b11b2,GBCSG0600024,,
"rock,pop",08G8TfUySGVe7Arhq52B2s,Robbie Williams,Kids,https://i.scdn.co/image/ab67616d0000b273b4a6d0f9bb29f86a4b2d4544,GBAYK0000130,https://cdns-preview-2.dzcdn.net/stream/c-29948b9eb90bd75cbc6e8a1e52e8df66-6.mp3,
"rock,pop",2rPTTO4BvAs9P8crblrpEa,The Zutons,Havana Gang Brawl,https://i.scdn.co/image/ab67616d0000b2731f1d0bcb3bad2b094b3a1108,GBETG0400027,https://p.scdn.co/mp3-preview/aab18ee86c1729d88740bc2dcf48af1a3afd4628?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,04ayjIUQaEm7dTe9cFFSBf,Clean Bandit,Rather Be (feat. Jess Glynne),https://i.scdn.co/image/ab67616d0000b273cfb6395a7a0c67863d595f81,GBAHS1300498,https://cdns-preview-0.dzcdn.net/stream/c-0d2e261169f82dd2789697fd19ed572b-6.mp3,
"rock,pop",2C8nRg6b94MD5APavlDP6L,Foster the People,I Would Do Anything for You,https://i.scdn.co/image/ab67616d0000b273b4b20276e03d114267a78038,USSM11101710,https://cdns-preview-3.dzcdn.net/stream/c-38f8e60ab5e50b4422aa06f01bef1283-6.mp3,
pop,0ENRfu3tIRwfccCquf8x95,ABBA,I Am Just a Girl,https://i.scdn.co/image/ab67616d0000b2738584c59f17299b10e27051be,SEAYD7301110,https://cdns-preview-b.dzcdn.net/stream/c-b3265616b4cbd784371d2653efde3712-9.mp3,
pop,4rEXnjHrROySoSfKWxU7tR,Rilo Kiley,Paint's Peeling,https://i.scdn.co/image/ab67616d0000b2730fc393d89bb5480b4f064b8f,US2U60404702,https://cdns-preview-d.dzcdn.net/stream/c-d0dfbdfcfe2de21e383b606af66a5c55-4.mp3,
pop,0lWW9P7pkilO4KJHR6v1Ey,Michael Jackson,Workin' Day and Night,https://i.scdn.co/image/ab67616d0000b273dfe460b98754db6e29cea0ce,USSM17900818,https://cdns-preview-7.dzcdn.net/stream/c-712de1ac8fc4ad40a4b2ae549959b883-6.mp3,
pop,0I5vw02vv2PRLEMvDtojha,Depeche Mode,Something To Do,https://i.scdn.co/image/ab67616d0000b2732ed1d0bdbc3deeed5a453d53,GBAJH0401360,,
"rock,pop",33XyCIG98RsNE2tZCQKHbI,Of Monsters and Men,Organs,https://i.scdn.co/image/ab67616d0000b273f9fa6f4ad2a53b7d34041bc7,USUG11500401,https://p.scdn.co/mp3-preview/1481142c91b25d2f55503f29e6edc7e6e6f38bb8?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0X3VdkebZGTuL9sMOMoyHy,Marina & the Diamonds,Obsessions,https://i.scdn.co/image/ab67616d0000b2735e586c9004ed2100d5a20427,GBFFS0800161,https://p.scdn.co/mp3-preview/e3c070cb42e1413b146cbe3253a1bb2a05218c24?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0DrwzykGjwIMEcEoYgYZHZ,INXS,Beautiful Girl,https://i.scdn.co/image/ab67616d0000b2737c550eca9104d8a85bb330e5,AUWC41010186,https://p.scdn.co/mp3-preview/8e39b591e59bc118741c1469ea97d74f82de1bf4?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",3atrFJhUzDm5xiutqfEPkP,Paramore,We Are Broken,https://i.scdn.co/image/ab67616d0000b27369966efa45b125ed6711b43c,USAT20702607,https://p.scdn.co/mp3-preview/237a859b6f59c305644b0f709bb319fb9160df67?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,13KUNy85EpM71jQAumZAvJ,Florence + the Machine,Bedroom Hymns,https://i.scdn.co/image/ab67616d0000b273415852d453d96ef17babe63c,GBUM71107582,https://cdns-preview-f.dzcdn.net/stream/c-ff86f93a714d54f6bacc6e1b3c8ac00e-4.mp3,
pop,0bKWrwaDZE3b0XZgMjl6QP,Shake Shake Go,England Skies,https://i.scdn.co/image/ab67616d0000b273b31301a846d3785316e7fb1f,FR0Q91401441,https://cdns-preview-f.dzcdn.net/stream/c-f971d6ae60735b924987307a2508af9e-8.mp3,
"rock,pop",05iXX5AlEj9SEIrZ1TDQat,The Stone Roses,Standing Here,https://i.scdn.co/image/ab67616d0000b273d8fcf00efbf06bc36cd5422e,GBAHJ9500037,https://p.scdn.co/mp3-preview/ce823462f491cef432b5e2c3e2ce0fda39b219b7?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",5q5kJjS2PE1gPS9AH9T2oF,Ducktails,Hamilton Road,https://i.scdn.co/image/ab67616d0000b27366b02013adba75179a78d929,US2FD1110002,,
pop,6r0Ryr7Retl1BpvBDmgAGD,Felix da Housecat,Ready 2 Wear,https://i.scdn.co/image/ab67616d0000b27362d161e4fd6da4530d130a30,GBJX32716039,https://p.scdn.co/mp3-preview/2558f28ebc6a976462556793e673b26a62cbd7d7?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1ctutKS0XawxrYbHZrYPzD,James Morrison,The Only Night,https://i.scdn.co/image/ab67616d0000b2734de960b91e603438e72d13fc,GBUM70810150,https://cdns-preview-f.dzcdn.net/stream/c-fd481f1a064542c104b511e0c06bcbbc-2.mp3,
pop,2bwXH3RbhY046m0mgwqmWi,Lucy Swann,For Heaven's Sake,https://i.scdn.co/image/ab67616d0000b2731d7dbcb12f2d0becaa4ac54f,NOTMR1036010,https://cdns-preview-b.dzcdn.net/stream/c-b5b024da035db4346c519f3c4a1dfa2a-3.mp3,
pop,52yC8pZMs3XELEqAp1BpHp,Mitski,Nobody,https://i.scdn.co/image/ab67616d0000b2730e2b820a8c9c1fe38f602698,USJ5G1815009,https://p.scdn.co/mp3-preview/87c77787fc6e106277a03eb79fef524d03d40d70?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,00vI9PfFBGpP40FFEARJoO,Jarvis Cocker,Don't Let Him Waste Your Time,https://i.scdn.co/image/ab67616d0000b273e85162103079ff7910a281c0,GBCVZ0601679,https://cdns-preview-f.dzcdn.net/stream/c-fe0dd21e84824ad8b82fa0fe193e6618-4.mp3,
pop,3FnjjOBb6XRpM1Ba2MT6Bg,The Wombats,Patricia The Stripper,https://i.scdn.co/image/ab67616d0000b2730deb4e928c9db7e6977558fb,GBFTG0300137,https://p.scdn.co/mp3-preview/4af703a106288153b69e09ba3ccfba77ba331fa4?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rock",1waAKzkyzY3M7eosQF9YcU,Jason Mraz,If It Kills Me,https://i.scdn.co/image/ab67616d0000b27357087260b001f158bd68ea02,USEE10800814,https://p.scdn.co/mp3-preview/43ae7cf04f0ae95bad1af892c84ca3f19e46b466?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1IeoBP72YGL4vPexN8JrVE,David Bowie,We Are Hungry Men,https://i.scdn.co/image/ab67616d0000b273a57dbf872c4e90c37a7bd684,GBF076700070,,
pop,01NsCs3qdcRik6KtVnh43u,The B-52's,Roam,https://i.scdn.co/image/ab67616d0000b273f461dd63572ac74972378067,USRE18900031,https://cdns-preview-7.dzcdn.net/stream/c-7c0289710f1ebeddc269957f594b7095-12.mp3,
"rock,pop",5bn1UwpSRcNYpEn2JarfxR,Blur,I'm Just A Killer For Your Love,https://i.scdn.co/image/ab67616d0000b273dff4d9297426f6ea9b60088a,GBAYE1200356,https://cdns-preview-7.dzcdn.net/stream/c-7f09f1d425c5d07dfc9e8d519ac73a07-6.mp3,
pop,0HyxkSf13xjVrrlupdrEjc,Troye Sivan,Wild,https://i.scdn.co/image/ab67616d0000b273d8e5ac8aa5add02b4cd8db67,AUUM71600363,https://p.scdn.co/mp3-preview/9c2f4b989b79b8e68aa619d96da4f5dba46ffcbb?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,1Ufpw7WfdUHBISMzX3g0P4,Monaco,What Do You Want From Me?,https://i.scdn.co/image/ab67616d0000b273758033d89c5e1a8bf3c285ea,GBAKW9601313,https://cdns-preview-b.dzcdn.net/stream/c-bd9c3138f86242751958acfb457b5427-4.mp3,
pop,0qIb4q5KsnQGvstv9oHufX,Annie Lennox,Cold,https://i.scdn.co/image/ab67616d0000b2737fe73a6d67c20e34b16cc510,GBARL9200046,https://cdns-preview-f.dzcdn.net/stream/c-f035234d2974ecf0cfb165c2f78249c3-7.mp3,
pop,079cOQ6irQr2JyxG5brjfl,iamamiwhoami,y,https://i.scdn.co/image/ab67616d0000b273156f564fe525b31dfe2ef852,,,
"rock,pop",0ouCeY8KDuHZaYeDOqSnpH,Blondie,The Hardest Part,https://i.scdn.co/image/ab67616d0000b273f86c5e2ac318f7ebbf1d309d,USCH38700027,https://cdns-preview-7.dzcdn.net/stream/c-7930bb294e16033acaf11a1322048212-2.mp3,
"rock,pop",0Me446HD94KbNFfPrAKpIs,Sting,Children's Crusade,https://i.scdn.co/image/ab67616d0000b273037e967b9a10d3cd4a7c7ae3,USAM18500045,https://cdns-preview-b.dzcdn.net/stream/c-b0c3fba191cafb473e2f6403b9564af6-2.mp3,
pop,1bgVQ6LgCqGR3FhsOcM5Jx,Depeche Mode,Heaven,https://i.scdn.co/image/ab67616d0000b27347025b8847c28651f98c110b,USQX91300028,https://p.scdn.co/mp3-preview/5d7f7fa3a66698ce2b03fb1f1a3d1912c3638fba?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rock",0V6JHcPgxVrEzZd2i81hp6,Fiona Apple,Sleep to Dream,https://i.scdn.co/image/ab67616d0000b2736bfcfabfbca54e3dfc2ca495,USSM19600944,https://p.scdn.co/mp3-preview/758a88da6f1ca51be3e448732567d60f84137fa2?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,09k00zXSLXDrDFYI4olVtm,The Beloved,Sweet Harmony,https://i.scdn.co/image/ab67616d0000b273eb93382fb1adcca652bf87d7,USAT20110509,https://cdns-preview-1.dzcdn.net/stream/c-1ffa185a53139c0858c1207d4b922975-2.mp3,
"pop,rock",4bAI8rdwqPK8BIkDoBdnJZ,Demi Lovato,Quiet,https://i.scdn.co/image/ab67616d0000b27319efaea27c5d202cf35d1d56,USHR10924471,https://cdns-preview-9.dzcdn.net/stream/c-9237161e9fc9388b31341c14ac1411f2-5.mp3,
pop,1igaBkvf5KZFTsu1fMfDfb,Keane,Let It Slide,https://i.scdn.co/image/ab67616d0000b273adde6c4b82c045bd8e1b3fe2,GBUM70601041,https://cdns-preview-6.dzcdn.net/stream/c-68b27f350e4d902c6b25dbc9e8e1ddbc-7.mp3,
"rock,pop",0rJqgqHkdXSBh47bUn4AIs,Queen,Play the Game,https://i.scdn.co/image/ab67616d0000b273846de7e6bb5a8e27d31a71f0,GBUM71404703,https://p.scdn.co/mp3-preview/5c1c30822c5b1950c89912b9b43b710772826902?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,01vzcXhC2esXqotmzXBKj8,Art Garfunkel,Bright Eyes,https://i.scdn.co/image/ab67616d0000b273adb75957bfbb7f67015437ca,USSM10024753,https://cdns-preview-4.dzcdn.net/stream/c-4ffae57326e1ae2d8a4c3616256ba623-5.mp3,
"rock,pop",1qQtzZ1gCtrXcV4AllDI91,Wave Machines,Keep The Lights On,https://i.scdn.co/image/ab67616d0000b273084a5e23e81b663781365360,GBMPS0900001,,
pop,6gDgYJ7zYRFRaVL0GY50nY,Ellie Goulding,Human,https://i.scdn.co/image/ab67616d0000b27348486cfed067dfb1649dc051,GBUM71029274,https://p.scdn.co/mp3-preview/e53e1cc8fea361cd881e8c609ffca1969ca49c55?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,1qpE6Kg47SHMS4FqaYSSmV,The Blow,Fists Up,https://i.scdn.co/image/ab67616d0000b2737eef638ef116a694a829150c,USK110617809,https://cdns-preview-a.dzcdn.net/stream/c-a5a617e22945c1bd4ea58d64657e550b-0.mp3,
pop,2TI7jHYVbAqumEm7LHgPo0,Pulp,Mile End,https://i.scdn.co/image/ab67616d0000b2737310d67d6c5495ea6706e91d,GBAAN9600025,https://cdns-preview-1.dzcdn.net/stream/c-107259badb70b2fcc53249c4a3cf770f-8.mp3,
pop,0LD9pIzey0zCP8OMm4nD8N,The Cure,Dressing Up,https://i.scdn.co/image/ab67616d0000b27370452bf6a0ce890c43665bc9,GBALB0080014,https://p.scdn.co/mp3-preview/2e9300979eee5387483fc89bf4aaa3fcc81ca0a2?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rock",01zxKoORuEFjKiyHh497Zu,Christopher Cross,Sailing,https://i.scdn.co/image/ab67616d0000b2735457c0b9e2a3335bb0e13a5a,USWB11202709,,
pop,0RWdGe2ZTkKTwjEnjMreuN,Berlin,The Metro,https://i.scdn.co/image/ab67616d0000b273661cb33635e428f5a89d4a06,USTB30000043,https://cdns-preview-2.dzcdn.net/stream/c-2caf22b85bd3d2b29b06d1810902e79b-3.mp3,
"rock,pop",26noejzXpnQ5D5xHTQIS2T,Keane,Sea Fog,https://i.scdn.co/image/ab67616d0000b2735ace49af039cf229b3bb78e2,GBUM71201136,https://p.scdn.co/mp3-preview/bd245d99361df9541fc74d438bfa8e3a83b01806?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,26yohWYLPKCCP7X7rwKedJ,Clairo,4EVER,https://i.scdn.co/image/ab67616d0000b273bf94e27360806b5aa5025f93,US4HB1800003,https://p.scdn.co/mp3-preview/4a8556d3a4f9d1d6dfc44ef31f87900b63c781c5?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,4sdHAyhADZVxiqBGrg26Il,Hercules and Love Affair,Easy,https://i.scdn.co/image/ab67616d0000b273f155d1c166b86fd0d5a78895,US4GE0700149,https://p.scdn.co/mp3-preview/593c06b4b9cb908de1fe034e3bae57f1ac047056?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,00uz0F7wdbTTBcZJKeYbaA,The Submarines,Brightest Hour,https://i.scdn.co/image/ab67616d0000b2735bcb9f413a60bc4d7e3df68d,CAN110800027,https://cdns-preview-d.dzcdn.net/stream/c-d5ce40f9c4ec340ef25d78ae5b80dbfd-2.mp3,
pop,31aTWvrpWHCV3TguTRLEBA,The Bird and the Bee,Birds and the Bees,https://i.scdn.co/image/ab67616d0000b273485396dfe12cd25c4f743873,USBN20600374,https://p.scdn.co/mp3-preview/0156a082bfeaf05781518e8969d50ec407f0d22c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0357rsVzBQgSa8AKEH2uPx,Len,Steal My Sunshine,https://i.scdn.co/image/ab67616d0000b2734c629cdc9fc2fd46d55e4c5b,USSM19900189,https://p.scdn.co/mp3-preview/c7d54b5e941bc1c10c530faa6846f0b3e66efb3e?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,08L7GA2DJLwwALND2Rseed,The Pointer Sisters,Automatic,https://i.scdn.co/image/ab67616d0000b27395e2d0971ac2ff2bccd54e8f,USRC18303287,https://p.scdn.co/mp3-preview/32f8caf4dbb42f6ff539679db076d4c9eff37ffe?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",02rSfaD7gyHe45GTAUV1nS,Keane,Leaving So Soon?,https://i.scdn.co/image/ab67616d0000b273c43a0cd4b0754a643ca136bd,GBUM70600558,https://cdns-preview-c.dzcdn.net/stream/c-c6342b35f3b5b7fe74dd1401b6396121-4.mp3,
pop,0DPIN5F2AfOHJC3jjgbD5Q,Selena Gomez & the Scene,Hit the Lights,https://i.scdn.co/image/ab67616d0000b2739fff72186bea6f4ea86952ef,USHR11132670,https://p.scdn.co/mp3-preview/5b470da9f495bd0245d2e7363c89a85cb2ea8047?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,4RebqOvXHTtrXq2MQbULDb,Depeche Mode,Shouldn't Have Done That,https://i.scdn.co/image/ab67616d0000b2739b51abc88b16724a67d19fc1,GBAJH0601167,https://cdns-preview-0.dzcdn.net/stream/c-0b40073dc64ad791ca75454acd60d66d-5.mp3,
"rock,pop",04Lf8DmW7fI3xq9AfFf8ih,The Smiths,A Rush and a Push and the Land Is Ours,https://i.scdn.co/image/ab67616d0000b2739205cbb9f185bcd03e0faeb5,GBCRL1100057,https://cdns-preview-4.dzcdn.net/stream/c-4fc07a0129dc5e32e08bad8584ac7cf6-7.mp3,
"rock,pop",1ra7AO4p3jzUwhagdFRdbi,Metric,Grow Up and Blow Away,https://i.scdn.co/image/ab67616d0000b273bd42e6104061969b57bd6411,CAL450794001,https://cdns-preview-c.dzcdn.net/stream/c-c01cfce571560ac1f57c0bb83a4e1e1f-4.mp3,
pop,4ggVOqzCnaK9vFXAuvxUeM,Elliott Smith,Stupidity Tries,https://i.scdn.co/image/ab67616d0000b273169a2393509223c26e4eedc5,USDW10021701,https://p.scdn.co/mp3-preview/6b220469540b8201c8ce85e6865f50ae25dd9564?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1kVtzAigtEiytfXkPR5ARL,Jackson Browne,Somebody's Baby,https://i.scdn.co/image/ab67616d0000b2739b734ea7f7c35c94b6031453,USEE10100244,https://cdns-preview-c.dzcdn.net/stream/c-cb96002d325155cf5110fe2ae24d1ae1-4.mp3,
pop,0k8BPS53Ewzmg8Kn985gvm,IAMX,An I For An I,https://i.scdn.co/image/ab67616d0000b273633309efff3f43fe5432d633,GBHAQ0900005,https://cdns-preview-c.dzcdn.net/stream/c-cf73b602bd9f17dfd8f45d863cc4201f-4.mp3,
pop,35Gu6fDerqOPD5RrzluPx1,Beborn Beton,Ambush,https://i.scdn.co/image/ab67616d0000b273738fe6a685edec5729a1cf4a,ushm80416641,https://cdns-preview-a.dzcdn.net/stream/c-a99258bd91b2afe4389b1e26291fc237-2.mp3,
"rock,pop",18xVGiOvsMsGLt0AuMTxWy,Travis,Big Chair,https://i.scdn.co/image/ab67616d0000b273d2fc0447041e7c3858fd01d8,GBBPF0701579,https://cdns-preview-b.dzcdn.net/stream/c-b46c7f104f17a49863dea4137e771136-5.mp3,
"pop,rock",18QmAqc9ZK2TCYfapZhefS,New Found Glory,Familiar Landscapes,https://i.scdn.co/image/ab67616d0000b273c63f70f1c4e637bb6463c630,USUM70606195,https://p.scdn.co/mp3-preview/371a9085261159b70fb35a6e40599fd280d2f7e5?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0sV8Cr3xiSdrC5ZgPb48s7,Colony 5,Ghosts,https://i.scdn.co/image/ab67616d0000b273bce5c6e11fe39d7b499222ae,CAAD20810090,,
"rock,pop",1B5XlIpCCrYIyeVJm5n6ix,Depeche Mode,Personal Jesus,https://i.scdn.co/image/ab67616d0000b2732016e9aab7c16c20e1c8a5e7,GBAJH0400036,https://cdns-preview-7.dzcdn.net/stream/c-74eb47461e07c27e27b692d5b6f73395-5.mp3,
pop,1qUxNGDWbK3E9AX8f6lYlE,Measure,Closer,https://i.scdn.co/image/ab67616d0000b2734702d2a8fb33793742d0d4bf,,https://p.scdn.co/mp3-preview/78ae1c172815fac7d910295c87da842cb90d6dac?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,09Fxt6Cg6rq4hT8E0WIpzd,Depeche Mode,Enjoy The Silence - Remastered,https://i.scdn.co/image/ab67616d0000b27353deacd17de7838e65dba364,GBAJH0602198,https://cdns-preview-f.dzcdn.net/stream/c-f4f2a079044c478972315c8acee9216d-7.mp3,
"rock,pop",1lUJwCgnRnW9fFdEA52eTZ,Sting,Be Still My Beating Heart,https://i.scdn.co/image/ab67616d0000b2735acab47951b52fd8dc091929,USAM18700039,https://cdns-preview-9.dzcdn.net/stream/c-91cadbca8474fdba63faec058f8fb1a6-1.mp3,
"pop,rock",0PZeqEaN0l8bm6L4BHTHk4,Ke$ha,Love Into the Light,https://i.scdn.co/image/ab67616d0000b27371e9ab45f39f540264602355,USRC11201144,https://cdns-preview-8.dzcdn.net/stream/c-8e83991c82f46698a8a415289606e6df-5.mp3,
pop,02IANd6Dh5wMrLFrO0reAi,Lorde,Royals,https://i.scdn.co/image/ab67616d0000b2734a0b1b36b1b45b18502d4890,NZUM71200031,https://cdns-preview-9.dzcdn.net/stream/c-9f7a463d7c928f017d69aaa7f2b810e8-6.mp3,
