genres,id_spotify,artist,name,cover_art,isrc,preview_url,download_url
pop,0bBHSmbSJX2aFIHjUanbPN,L'Arc~en~Ciel,Floods of tears,https://i.scdn.co/image/ab67616d0000b273c8247a0b6ea43b048ce6914f,JPF309300050,https://cdns-preview-3.dzcdn.net/stream/c-34e320eedb7ae0b313c9a90a1f260c96-6.mp3,
"pop,rock",0x7qAtKBfsMrtpohpw8wB0,James Morrison,If the Rain Must Fall,https://i.scdn.co/image/ab67616d0000b2739e097bfba6d7b9aa7e15ed0e,GBUM70600713,https://p.scdn.co/mp3-preview/5e33a9f1c0f89b1409b3fee82dd47a64a6daddd8?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,1nYeVF5vIBxMxfPoL0SIWg,Dua Lipa,Hallucinate,https://i.scdn.co/image/ab67616d0000b273cda2c6ad6272aea9c5811a49,GBAHT1901301,https://p.scdn.co/mp3-preview/df7a46f7a8718bff61d268126c70f358c3fb257d?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0lSnw8FBIE5KOPoMPWVepZ,Snow Patrol,It's Beginning to Get to Me,https://i.scdn.co/image/ab67616d0000b273a644d5b1cdf42ae9dd6170d3,GBUM70600347,https://cdns-preview-9.dzcdn.net/stream/c-90c83ce2f473213988f628a9a355e369-3.mp3,
"rock,pop",0wYFVwyWIvwxxsjPRjT2yv,Yellowcard,Drifting,https://i.scdn.co/image/ab67616d0000b2735155253246c68fa3d453324f,US2V60431502,https://cdns-preview-f.dzcdn.net/stream/c-f3cafda774874bd1fce71cd039f11603-2.mp3,
"pop,rnb",0TSENkgeEfXka5ngJN1pNM,Alicia Keys,Empire State of Mind (Part II) Broken Down,https://i.scdn.co/image/ab67616d0000b273b102ec9fab56eee925888d30,USJAY0900291,https://cdns-preview-9.dzcdn.net/stream/c-915cab471c0edf568401fd8b875d2f3a-6.mp3,
"rock,pop",0XR6KQsjSFzZ2hlzKuaaqO,Legião Urbana,Giz,https://i.scdn.co/image/ab67616d0000b2736d9764e83e9657c35012e80d,BREMI9300150,https://cdns-preview-3.dzcdn.net/stream/c-3e0e5d156df63b445509ce420f5db591-8.mp3,
pop,2WyWCddeMUCRAUnT6e2fWv,浜崎あゆみ,Depend On You,https://i.scdn.co/image/ab67616d0000b2734d1d3c4d20c221a42daa65ef,,https://p.scdn.co/mp3-preview/1fb31c5a29b52794ae5889e3d497e3ba9508c697?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,28MKy2umF5roXSqmUQ9eB7,ASIAN KUNG-FU GENERATION,Re:Re:,https://i.scdn.co/image/ab67616d0000b2731ad7b6eb6b0410e10402edeb,JPKS00401165,https://p.scdn.co/mp3-preview/0f70070ec9934a529cdb9a4dd8ad3a6e300da8b2?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0jDkHiybpBtIOXZClSsOEy,Jonathan Boulet,You're A Animal,https://i.scdn.co/image/ab67616d0000b27381a43bbcc61ee40633b2c320,AUUM71002629,https://p.scdn.co/mp3-preview/2408dd334ebcd7543ab753b04753dd3e72399917?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,45IJfU6J5ebdb6YzIYIhdm,blink-182,Blame It On My Youth,https://i.scdn.co/image/ab67616d0000b2735acdd0e51776deebb24412e4,USSM11903330,https://cdns-preview-3.dzcdn.net/stream/c-31f0426c2fbd717cb16ed6c4b085c5bd-3.mp3,
"rock,pop",0c2C28WND5N7zDuaXtqPmI,Little Man Tate,This Must Be Love,https://i.scdn.co/image/ab67616d0000b273f080028b17326009bdb1285c,GBBLK0600455,https://cdns-preview-7.dzcdn.net/stream/c-730af2d101af519449a7f824eac61678-4.mp3,
pop,1cbiquLPN37S4fsi7dB7bv,Real Estate,Green Aisles,https://i.scdn.co/image/ab67616d0000b273527d5c534e126e723dc0a1e2,GBCEL1100365,https://cdns-preview-5.dzcdn.net/stream/c-558321f37805f0fd5967a356fd6a00ed-5.mp3,
"rock,pop",06HhTy1SN7BBqCZS4o3F9c,Los Hermanos,Adeus Você,https://i.scdn.co/image/ab67616d0000b2732af428a8bb9bb4fe213c3042,BRAMD0100605,https://p.scdn.co/mp3-preview/9c9e8bcbedb0be4e4c691b3adf00d666c8b97cbc?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0fG35PkntPmojisEx7p7c9,いきものがかり,Happy Smile Again,https://i.scdn.co/image/ab67616d0000b273b55952f6b3a7b2e17c6c0b11,JPES00801961,https://p.scdn.co/mp3-preview/b76e962d11ba24e54d1782dcabc67b4d4ad8876b?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0UAB340gAcSMk3r0a8PTag,One Direction,More Than This,https://i.scdn.co/image/ab67616d0000b2734a5584795dc73860653a9a3e,GBHMU1100163,https://p.scdn.co/mp3-preview/749da0e6898554fb93bceab8af81dad1be13709c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,06w5a9vINLVJwfqhV4Kzq0,Barry Manilow,Could It Be Magic,https://i.scdn.co/image/ab67616d0000b273f2b479e370948165816f2ff8,USAR17300123,https://p.scdn.co/mp3-preview/e249992faf80600fe8ad98af04721549c674db34?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0C1Sxozjvu3eY648BHUegP,Yacht,Psychic City (Classixx Remix),https://i.scdn.co/image/ab67616d0000b273e302b6669d80f27bf06bcde4,US4GE0900119,https://cdns-preview-d.dzcdn.net/stream/c-d51dbc5b0da28bf55e7a007601e1a1a2-4.mp3,
pop,20o2wbhBzJQkpea9B2xQ2h,Glee Cast,Total Eclipse of the Heart,https://i.scdn.co/image/ab67616d0000b2730a204148abe5b177b0a12c29,USQX91000304,https://cdns-preview-4.dzcdn.net/stream/c-4b7185ad8b286432776d34eeaf7a161a-3.mp3,
"rock,pop",2yPmxfjdQDJczC0dfh3QJB,The Libertines,The Ha Ha Wall,https://i.scdn.co/image/ab67616d0000b27322e380077d04852fadf1bf9d,GBCVZ0300869,https://cdns-preview-7.dzcdn.net/stream/c-72f01a2f030a5aed8f3e8b86751014b6-5.mp3,
"pop,rock",5YYBw3dte6eN0I5FTddYXe,Faces,Ooh La La (Remastered Album Version),https://i.scdn.co/image/ab67616d0000b273614bed92f96d10ea821dff15,USWB10400799,https://cdns-preview-f.dzcdn.net/stream/c-f9e7b4545047fb8b620568f7726bafa2-8.mp3,
"rock,pop",0DqVKBSY7fv8g6vV9PBqI6,David Bowie,Come and Buy My Toys,https://i.scdn.co/image/ab67616d0000b273625f273d83245758e3401033,GBF076700110,https://cdns-preview-b.dzcdn.net/stream/c-b1c56fced123c6bf8c00fe541455ce64-3.mp3,
pop,0aiTOExNSb5MPyhPKBBTzb,Familjen,Kom säger dom,https://i.scdn.co/image/ab67616d0000b2733630990d0d044e6b67e0e18c,SEVUE0700209,https://cdns-preview-2.dzcdn.net/stream/c-22b4d2fe074e37f83f66732c482f0b15-2.mp3,
pop,26Rnil2XovNHiPJipXAVbp,Regina Spektor,Oh Marcello,https://i.scdn.co/image/ab67616d0000b2735b85c4e27b17be5f4af348e6,USWB11200378,https://p.scdn.co/mp3-preview/797577db7d67a4fc7039e9656ca0939814dc5e10?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0ByinM8ncctxEaUb86Gg3k,Ashley Tisdale,He Said She Said,https://i.scdn.co/image/ab67616d0000b273d44a68a1cef90d4b4594561e,USWB10606351,https://p.scdn.co/mp3-preview/40898a59920555eab8e4242d04af397768ddfd66?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,06p0AQcaJRfFCXf9e8LP1B,George Michael,Praying For Time,https://i.scdn.co/image/ab67616d0000b273befb5c617a89121296ec427a,GBBBM9002009,https://cdns-preview-c.dzcdn.net/stream/c-c62179d8a72f5cf096b9d257f8bce1a2-5.mp3,
"rock,pop",0Me9ke0ZcvSkCePpgMiTvU,KT Tunstall,Uummannaq Song,https://i.scdn.co/image/ab67616d0000b273d7c78abaa9e5b5e348f038e9,GBGLM1000045,https://p.scdn.co/mp3-preview/51d215b4561d0716aa6a451a2d83d267942923fb?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0aoXFk5sgDNagj8BX1F6rD,Matthew Perryman Jones,Save You,https://i.scdn.co/image/ab67616d0000b27346a950121cd2d305afb3a5ed,TCAAY1108947,https://p.scdn.co/mp3-preview/65bcac3d42e395439ddca2b33583014d6c5f7b9c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,05TKZGBGSA2EtvHL2NiTFA,Phoenix,Oblique City,https://i.scdn.co/image/ab67616d0000b27398dd1d2055e3f31ddaea3849,FR9W11214451,https://cdns-preview-0.dzcdn.net/stream/c-0f1cda1b5fe7896b294891903d4e4791-3.mp3,
pop,03dyZPKYJQNnGvJ1ERucC2,Go West,The King of Wishful Thinking,https://i.scdn.co/image/ab67616d0000b273d110ced41d5b5933abe5bd66,QMFMF1444531,https://p.scdn.co/mp3-preview/2ba4b2918f611c04b04a37b21cf644e33598bf67?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,03WKCY9wDhFUx0eWBsPRT5,Lionel Richie,My Love,https://i.scdn.co/image/ab67616d0000b2739ab191316eb4f1cea5da5424,USMO10110155,https://cdns-preview-6.dzcdn.net/stream/c-60755c3f6a98c2b2e3675cdcb06ced7d-9.mp3,
"rock,pop",2M9ejVDKgJWVfa3OWsexPc,Deerhunter,"Neither of Us, Uncertainly",https://i.scdn.co/image/ab67616d0000b2735d02d7424dd0e0c8566b1e66,USNCB0812711,https://p.scdn.co/mp3-preview/f1c755c9703d41bf29876af1fbd99b48b40ec61d?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,3M3i9vVkQls9yA59SjkUNV,Depeche Mode,All That's Mine,https://i.scdn.co/image/ab67616d0000b273d5cbf10c53d1f62b2792df79,USQX91300036,https://p.scdn.co/mp3-preview/ab79dca2130751d4fe27de5e589105b8e95ebbb3?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",6pluJ7AJDYnKbyLLBU4fia,The Beatles,Penny Lane,https://i.scdn.co/image/ab67616d0000b27392df4f02f1ced12d326663fc,CAM460435892,https://p.scdn.co/mp3-preview/f8447f26b2f4961a4930e90af57e71a5a64f6ff9?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,2iV1oJ05y4BxNd7hVjBhG7,Виа Гра,Попытка №5,https://i.scdn.co/image/ab67616d0000b2736de25c6b592bd6083ade33a6,RUB421303388,,
pop,4VFuhXMSm3NIPG1U2vZTaY,The Good Life,Keely Aimee,https://i.scdn.co/image/ab67616d0000b273d75e56c68cc464c4b2a03f67,US2U60710806,https://cdns-preview-d.dzcdn.net/stream/c-dea954d53370a5e8f05a51e2f782b89e-3.mp3,
pop,0dwnu0Kf0u0MPqAUJDTrYL,Suicide,Johnny,https://i.scdn.co/image/ab67616d0000b273b1d28e0d8c111480487c61fe,GBAJH0400383,,
pop,0CQer159JE2DyFd9ZxPKJm,Sufjan Stevens,"All Good Naysayers, Speak Up! or Forever Hold Your Peace!",https://i.scdn.co/image/ab67616d0000b2731fee128e31dc893b31d60eb8,US64G0300702,https://p.scdn.co/mp3-preview/ff1518482fce4bc486f045ecb6c016bd60091e44?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0zM1AyagtXphAIgK0RbEKf,Bryan Adams,Have You Ever Really Loved a Woman?,https://i.scdn.co/image/ab67616d0000b2730c97f4174b14a8d158136e9d,USAM19500599,https://cdns-preview-6.dzcdn.net/stream/c-6a273544207fa09dd179a2a51609acaf-10.mp3,
pop,0jbXUCMeVyAUqASjdlilUI,Andy Grammer,Fine By Me,https://i.scdn.co/image/ab67616d0000b273412830b86be2be1819048d7f,USZXT1108633,https://cdns-preview-0.dzcdn.net/stream/c-077e4e9c516729089f3229606d0a0e66-3.mp3,
"pop,rnb",0ZYB36hDvrXfBcmshqck0z,Afromental,Pray 4 Love,https://i.scdn.co/image/ab67616d0000b273ddb1357998266be2d20b4f4b,PLA550900061,https://cdns-preview-c.dzcdn.net/stream/c-c43d3c24950178a5c689b15f0be9086d-6.mp3,
"rock,pop",1FiDjaZCclHGW7OTJH3gql,Nick Lowe,So It Goes,https://i.scdn.co/image/ab67616d0000b273afe130553cb463ad9264c817,GBEEJ0800049,https://cdns-preview-8.dzcdn.net/stream/c-8b6269a6a8b6b8c1ce3d28b4dc38ee18-3.mp3,
pop,3dNjUFt6EFU4Gq6Q5vfJqf,Hayley Kiyoko,Girls Like Girls,https://i.scdn.co/image/03dc1a009e2dec953f53aa10b69024b0d9db2b7d,USUYG1060445,https://p.scdn.co/mp3-preview/51dda7a781e64464d832e4f1f5b963146a6e09bb?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,19D2PrvvOmuMfxDPzsW6CW,Miniature Tigers,Cannibal Queen,https://i.scdn.co/image/ab67616d0000b2731e6320fe701c641cbd0fb9ed,USSM10802383,https://p.scdn.co/mp3-preview/30f1f592a081caebd386a9b6da1aac791ad4346f?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0u3uYZuemrE9TykrtiUhJm,UB40,Red Red Wine,https://i.scdn.co/image/ab67616d0000b27370cdc529b845ec4be996ff74,GBDDH8300002,https://cdns-preview-f.dzcdn.net/stream/c-f644f172fd86bd8c3b07cc9436fdab92-9.mp3,
"rock,pop",5p1tAoMR2w17GS5VCm45xj,Jupiter Jones,Wir sind ja schließlich nicht Metallica,https://i.scdn.co/image/ab67616d0000b273b19806c322d6e2952e576964,DEGW40600005,https://cdns-preview-0.dzcdn.net/stream/c-09c5f6dc20a11c886526753a13872743-3.mp3,
pop,0RpyQc6cgdn3UhPxcd3LZz,Moby,South Side,https://i.scdn.co/image/ab67616d0000b27328b5ffb477f5dc8cf9b3c6a9,GBAJH9900038,https://cdns-preview-5.dzcdn.net/stream/c-57ace3e583a881e827e0a1441df72d1d-5.mp3,
pop,5k0LScgeJIscaEGJ7ypoaT,Perfume,Linear Motor Girl,https://i.scdn.co/image/ab67616d0000b273f1b1c1c33a8c8986d980c335,JPTK00505670,https://cdns-preview-a.dzcdn.net/stream/c-afd35f52491d3804680fea9b15def074-5.mp3,
"pop,rnb",070BGzEyqoEafFx6xVyq5f,The Pussycat Dolls,When I Grow Up,https://i.scdn.co/image/ab67616d0000b27397b10c0ed97bf2f1be7fb11d,USUM70813999,https://cdns-preview-5.dzcdn.net/stream/c-5a0c0662125c21c656f2895379a0215d-6.mp3,
pop,10S0mI7SkDUWQlcvjJgSVf,Depeche Mode,It Doesn't Matter Two,https://i.scdn.co/image/ab67616d0000b2732b9394d33dfa48289152c815,GBAJH9900269,https://cdns-preview-9.dzcdn.net/stream/c-9418649442b4a6f7e76f7c61c0120953-4.mp3,
pop,0541Jjb5DigArUhmo2kvBP,Ellie Goulding,Burn,https://i.scdn.co/image/ab67616d0000b273b71a983ff4898ed623147168,GBUM71303482,https://cdns-preview-d.dzcdn.net/stream/c-d5f7740e2ef8db0c93f63bfd5788569e-1.mp3,
"pop,rock",08CcGMDeP00EgxA3SMHqSP,Selena Gomez & the Scene,Stop & Erase,https://i.scdn.co/image/ab67616d0000b273847e9e5d22cca026fbe067c2,USHR10924579,https://p.scdn.co/mp3-preview/92f390f36a590273b242b960baa7a8251127bd68?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,29fRTIKsJhLUJoldM89GZS,Taylor Swift,You Need to Calm Down,https://i.scdn.co/image/ab67616d0000b273d8315d631ef620fbbff03d5b,USUG11901470,https://cdns-preview-5.dzcdn.net/stream/c-5f0ef5757f88c16acd6f714f03335b0c-6.mp3,
pop,3NKRoVfQ6uzXGkOuYyNLlm,Tied & Tickled Trio,Freakmachine,https://i.scdn.co/image/ab67616d0000b273a0f50e54f5a80045cdb7d70a,DEX260303905,https://p.scdn.co/mp3-preview/29e3017ada9618291ba440d19b52ae24c158530e?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0opw85lxie76AfcUxrZJHp,水樹奈々,ETERNAL BLAZE,https://i.scdn.co/image/ab67616d0000b273752feaa87fec5d97c930f9a8,jpki00507727,https://cdns-preview-5.dzcdn.net/stream/c-5be4550f8251294a200a00e64475efff-0.mp3,
"rock,pop",228oACSrLhqY1exC98gu9a,The Cardigans,Drip Drop Teardrop,https://i.scdn.co/image/ab67616d0000b27361814235fd9163ff6b15859b,SEUM70500010,https://p.scdn.co/mp3-preview/530bb3d87790541c60b527982c39656885e8d6e2?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,08plnQDI8vpXeo8z2E0G5E,David Guetta & Chris Willis Feat. Fergie & LMFAO,Gettin' Over You,https://i.scdn.co/image/ab67616d0000b273b86f8bd4eeee459a13b682a1,FRZID1000210,https://cdns-preview-d.dzcdn.net/stream/c-d6439520beeb1edbf5a83710eaee3827-8.mp3,
"rock,pop",01j9HQAPtTokW04kclswtW,The Cars,Drive,https://i.scdn.co/image/ab67616d0000b27378563b8289bd6643f3dea390,USEE10170491,https://cdns-preview-8.dzcdn.net/stream/c-8a2ef2965b42d90957601eb4268da9d1-7.mp3,
pop,0F5tTPcTZfi9F6LeUGs9Jx,Alejandro Fernández,Canta Corazón,https://i.scdn.co/image/ab67616d0000b273c08032d47f10839b2a0be5d3,MXF140400095,https://p.scdn.co/mp3-preview/127766145709d80df7fdc4c9fb8fa16791844921?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rock",0DxFuLUy2UCrN4pWIhtL98,Johan,Tumble and Fall,https://i.scdn.co/image/ab67616d0000b27373b1fc87793133d27b6d4001,USA560525168,,
pop,03yfEHmnk3Wrlq8xMY5inB,Jarvis Cocker,Angela,https://i.scdn.co/image/ab67616d0000b27390dcf1ce36a6c13d1d3620dd,GBCVZ0902629,https://cdns-preview-9.dzcdn.net/stream/c-997c5cb7d7a10932722bfcb9dd040807-4.mp3,
"rock,pop",0FGtqijmy54YIbC4qvWnXf,Feeder,Save Us,https://i.scdn.co/image/ab67616d0000b27322a0b6d6a5e8b933980cb7ec,GBBND0601566,https://cdns-preview-e.dzcdn.net/stream/c-e6cc7540302b8ae2351ad743984c14eb-6.mp3,
"pop,rnb",6AV43lXbG25nbFji6lEPde,David Guetta,2U (feat. Justin Bieber),https://i.scdn.co/image/ab67616d0000b273361fc37abb522361121bc3c1,GB28K1700019,https://cdns-preview-7.dzcdn.net/stream/c-7ae308297c5511f8ac16109e1c20ac30-6.mp3,
"pop,rnb",3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,QZ5C81600003,https://p.scdn.co/mp3-preview/3ebaac6d4686eea331d448a290941364b047b985?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",1ESSN0SqcPkA0TnmUz0MLm,The National,It Never Happened,https://i.scdn.co/image/ab67616d0000b2730ed3dec62441f4e2fdc1cefc,USI4R0508236,https://cdns-preview-1.dzcdn.net/stream/c-1afa91785dfcf6a5cc6a3b33a5bd30a2-3.mp3,
"rock,pop",0k7AYarupFQ2RHN1niWSAD,Ocean Colour Scene,Better Day,https://i.scdn.co/image/ab67616d0000b273c764f87386af227ea6a4e0f5,GBBBY9710943,https://p.scdn.co/mp3-preview/915acaa7cd437962447b26e7e4d303f1f6dd634f?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,18fPgFTi6W39KOxgEO9V6K,Purity Ring,Ungirthed,https://i.scdn.co/image/ab67616d0000b2738c31bd36b7434cf79f33565f,GBAFL1200172,https://cdns-preview-0.dzcdn.net/stream/c-0c0feab91fb57044ea9a51d2fdbd3df2-3.mp3,
pop,0yeY8Vi8BS2AGZHcY5fAZe,Austra,Hurt Me Now,https://i.scdn.co/image/ab67616d0000b2733993bde8dfae029c23bf812b,GBCEL1300063,https://cdns-preview-a.dzcdn.net/stream/c-acd1033940d42efd5487c9187d74827f-4.mp3,
pop,0H3Hi1xDoSQ3tsXclHXukg,Au Revoir Simone,Shadows,https://i.scdn.co/image/ab67616d0000b27339f7f3cd382e37ac99603e20,GBGEY0900042,https://cdns-preview-5.dzcdn.net/stream/c-5054aa88f5332c79086efc73301b242c-1.mp3,
pop,00EXQo4oF8LyQMa8byKvGM,CHVRCHES,Warning Call,https://i.scdn.co/image/ab67616d0000b273c1427e31205488394973f806,CAN111600075,https://cdns-preview-9.dzcdn.net/stream/c-9d121ba8b6cb9a55b11fb66000859d35-3.mp3,
pop,2E3QWynzpQgo1PHsVIq7ao,Kim Petras,Hillside Boys,https://i.scdn.co/image/ab67616d0000b273bfa2a49c21caaf9c796162cf,GBWWP1703169,https://p.scdn.co/mp3-preview/1cdac69e8abc6ec39b5d5f5af3265864ccff985c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,16bNvpXSooHTi2G5MJvX7V,Jens Lekman,When I Said I Wanted To Be Your Dog,https://i.scdn.co/image/ab67616d0000b2737a1d4f1e3d2fa5c5da99a1fb,US38W0410475,https://cdns-preview-8.dzcdn.net/stream/c-8f6328c971450134677566956b432d42-3.mp3,
pop,054vOERDksGhAeUqhpBNGh,The Field Mice,This Love Is Not Wrong,https://i.scdn.co/image/ab67616d0000b2735bc7831753b2538ef052a70b,GBMFU0600277,https://cdns-preview-b.dzcdn.net/stream/c-baba9b17c27390120eab2724d2be9a01-2.mp3,
pop,2L1TFFwk22VyG39yYagqPo,And One,Mein Anfang,https://i.scdn.co/image/ab67616d0000b27316420ff0c6db3d753d75d669,DEBZ70600305,https://cdns-preview-4.dzcdn.net/stream/c-43970eb74b71fae25bbeb3a8125b84b0-3.mp3,
"rock,pop",0E8zloWYA3Li81CJqFa9fI,Mike Oldfield,Man in the Rain,https://i.scdn.co/image/ab67616d0000b27335d9766e9bb9bdcf0c2ce58d,GBAHT9802918,https://p.scdn.co/mp3-preview/1a7fb66df82028e560588db955c70cb57e891873?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rock",0cioaihAPP14FgdpiH9rJb,Sherwood,Song In My Head,https://i.scdn.co/image/ab67616d0000b2730b0000391ba65f8c84916d4a,TCAAX1150538,https://cdns-preview-6.dzcdn.net/stream/c-6b51d9c6c08ec108e77eda262215b5ea-5.mp3,
pop,04ZW7F6C46fuTWDSdIIcHW,Michael Jackson,Don't Stop 'Til You Get Enough,https://i.scdn.co/image/ab67616d0000b27374d15d40946cf01389027a83,USSM17800764,https://p.scdn.co/mp3-preview/6a2898a6806d647bf867cbdf105f2adebaa0bcff?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",2DDGqc6gRdrXbrcAMcFE2W,St. Vincent,Huey Newton,https://i.scdn.co/image/ab67616d0000b2737531a068d8126004a625e36f,USUM71318942,https://p.scdn.co/mp3-preview/793de38d9e2da2dec4f6da290d4fbfb13ed15ec9?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rnb",00fYhOcM26D2D5cd9iXaiV,Selena Gomez,The Heart Wants What It Wants,https://i.scdn.co/image/ab67616d0000b273ec75a77161d9cec848c6879c,USHR11435979,https://p.scdn.co/mp3-preview/504c251709682e461aa4c9dbb6e8443e25d9c7bd?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,06zKjN3gV8JDNQVz9HwQ3C,Bleachers,Hate That You Know Me,https://i.scdn.co/image/ab67616d0000b273d0e4ccb7f6609c2b4c6d525b,USRC11700734,https://p.scdn.co/mp3-preview/cdcaf827329c464ef802e0bebc581a2c406d65a5?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0nXnQKB5XZsbVlArSkkVuW,Doves,Almost Forgot Myself,https://i.scdn.co/image/ab67616d0000b27384b1b0b0f40ef5ae7865beba,GBDGG0400055,https://p.scdn.co/mp3-preview/021a7c8577397e7445ffca74d9770b1b5f79646c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,2goFH4qme4CUSiMPL6HXSx,Do As Infinity,Desire,https://i.scdn.co/image/ab67616d0000b2737d7f38f8640184198c5962f2,,https://p.scdn.co/mp3-preview/37056a8133edf7373aca3466b7d10f88b34b81f8?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0H2Ou1snGsEmMZ7eJYVCll,Bright Eyes,Soul Singer in a Session Band,https://i.scdn.co/image/ab67616d0000b27305561cc5ce87e23e6b0968f1,US2U60710306,https://p.scdn.co/mp3-preview/216f0f2a80b061c02cb1c138f5f8b1bca199f69c?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,0BePwWw3dTi8JViNdpPLxE,Ladytron,True Mathematics,https://i.scdn.co/image/ab67616d0000b273cccfbe80de606353294cacd4,CAN111000537,https://cdns-preview-1.dzcdn.net/stream/c-1463760c5ae130bb2b473dffbc7e3dae-8.mp3,
"rock,pop",311vyS49AokwvMcw7CIfIB,Yo La Tengo,Our Way to Fall,https://i.scdn.co/image/ab67616d0000b273309cd7d3cdd3b1a377d32bf8,USMTD0037102,https://cdns-preview-4.dzcdn.net/stream/c-43a19e46a35ca4bb5526f06f833b6717-2.mp3,
"rock,pop",0HxU65aeohxAGqOmzxu7iB,The Beatles,There's a Place,https://i.scdn.co/image/ab67616d0000b2736cb74ebe9dea6719b4721979,AUV401404115,,
"pop,rnb",3HaW1TqoBUrTwEYmtguKTa,Justin Timberlake,Dress On,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,USRC11300068,https://p.scdn.co/mp3-preview/629aad7fd09d8ff7a7d6f572957d1c09481366fd?cid=0f3710c5e6654c7983ad32e438f68f9d,
"pop,rnb",0O7S27RXbCXLvwwhJrszlq,Janet Jackson,Escapade,https://i.scdn.co/image/ab67616d0000b273be79eb38b961d01be11ffbad,USAM18900717,https://cdns-preview-d.dzcdn.net/stream/c-d6d3d5952acdb32d9606708ec1ce353d-1.mp3,
"rock,pop",0r8cXiw1PpmJ41vKVuo8UE,Kent,Utan dina andetag,https://i.scdn.co/image/ab67616d0000b273f8a0bd59c89e0c80f4bc7f4f,SEBMC9712030,https://p.scdn.co/mp3-preview/766d4e672d9b487801098eb1cbf8ce5390269f6d?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,01mR2QsFw0ffpT3EKza0lH,Ariana Grande,Break Free,https://i.scdn.co/image/ab67616d0000b27350abf4238b1490851c17b190,USUM71409719,https://cdns-preview-7.dzcdn.net/stream/c-7d6f3a0425c2842638a7faba1adc01db-6.mp3,
pop,1LkejQaRyl72NqYVLXAJcD,The Hundred in the Hands,Killing It,https://i.scdn.co/image/ab67616d0000b2738535ab4ff39a6f7f4a622931,GBBPW1000059,https://p.scdn.co/mp3-preview/fc4b3a96792f9d92c71703b814164ee3de22414d?cid=0f3710c5e6654c7983ad32e438f68f9d,
"rock,pop",0lOLZBRpdxcYJlWl8zdEKo,Peter Bjorn and John,The Chills,https://i.scdn.co/image/ab67616d0000b273645920fc899df345babbedeb,SEBPA0600033,https://cdns-preview-d.dzcdn.net/stream/c-de64fa9549647ba3e48b37c45c2f530e-4.mp3,
pop,0c6xIDDpzE81m2q797ordA,Kiesza,Hideaway,https://i.scdn.co/image/ab67616d0000b2734aa8e95eeb09aa120b353703,USUM71400121,https://p.scdn.co/mp3-preview/38793958a9582623b42eb30a5acb64fb3b3fa794?cid=0f3710c5e6654c7983ad32e438f68f9d,
pop,1sItaNlpU0EpTuHsLUEnLR,Volcano Choir,And Gather,https://i.scdn.co/image/ab67616d0000b273a2f736762567ea36b91253a2,US38Y0915605,https://cdns-preview-5.dzcdn.net/stream/c-55f50ed72ad9e641564c6d62d3bfebd9-3.mp3,
"rock,pop",0pWMwwKGOM6IT9tMEJDmGx,Lower Dens,Quo Vadis,https://i.scdn.co/image/ab67616d0000b273e03b79ed3cab5a7cec7d4150,GBCEL1400579,https://cdns-preview-e.dzcdn.net/stream/c-eac839fced13f2071e6bb35890830887-4.mp3,
