name,artist,genres,id_spotify,cover_art,isrc,preview_url,download_url
Mano Aroom Kon,Amir Yeganeh,"pop,persian",5Cmjvjs1SiKZMBQh9LO5nq,https://assets.rjassets.com/static/mp3/amir-yeganeh-mano-aroom-kon/b2e4bb67.jpg,FR96X1729047,https://p.scdn.co/mp3-preview/9faa85e20f65d1ce0f6be43360875d99df783832?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/amir-yeganeh-mano-aroom-kon/Amir+Yeganeh+-+Mano+Aroom+Kon.mp3
Shur :Zirkesh-e Salmak,Arshad Tahmasbi,"instrumental,traditional,persian",,,,,
Bad Akhlaag,Mansour,"pop,persian",5YaPqeBiqC82c1Shw8dUob,https://assets.rjassets.com/static/mp3/mansour-bad-akhlaagh/f96691ec.jpg,USPUP0810454,https://p.scdn.co/mp3-preview/146f0ed98ca77cd8ce5ae3aa3bf7e52bf0fcfe50?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/8590-42a63b480f06a54.mp3
2 Sal,Armin Nosrati,"pop,rap,persian",2TGK9iHnHCSqlrEsKRIYha,https://i.scdn.co/image/ab67616d0000b2737f51e71854bb2bb8825fc410,DEBL60538357,https://p.scdn.co/mp3-preview/4fefe742b127169c2e8a82928b09e04f99e16db3?cid=0f3710c5e6654c7983ad32e438f68f9d,
Life Story (Ft. Hossein Alizadeh),Mahan Farzad,"instrumental,persian",,,,,
Lady Chanson,Shahyar Ghanbari,"pop,persian",1PlLXzhAdL4Bt7UWiqsnn2,https://i.scdn.co/image/ab67616d0000b27326390e9fb811663e63a17f25,QZFYX2019743,https://p.scdn.co/mp3-preview/79ef7a92afcf94db249e09233a5252e5e9faee0a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Poolaki,TM Bax,"pop,rap,persian",,https://assets.rjassets.com/static/mp3/tm-poolaki/7bb8346e.jpeg,,,https://host1.media-rj.com/media/mp3/tm-bax-poolaki/TM+Bax+-+Poolaki.mp3
Shur :Naghmeh Avval,Arshad Tahmasbi,"instrumental,traditional,persian",,,,,
08 Pelastiki,Karmandan,"rock,persian",,,,,
Sard Bood,Mahan Bahram Khan,"pop,persian",,https://apin1mservice.com/image-application/mahan-bahram-khan-sard-bood-remix-mp3.jpg,,,http://music.n1mstaticfile.com/1398/05/28/Mahan Bahramkhan - Sard Bood (Remix) [128].mp3
The Distance (Ft Layla),Taham,"rap,persian",,https://navaimg.b-cdn.net/2012/12/Taham-Behtarin-Rahe-Mordan-f.jpg,,,https://cdn2.navahang.net/media/2013/mp3/03/lq/Taham%20-%20The%20Distance%20(Ft%20Layla).mp3
Mikham Barat Bemiram,Sepideh,"pop,persian",6f8JWLukt64QS4QTdrcNRu,https://i.scdn.co/image/e3d7cb2edb98ef1f941de6b7459d43e791eed7fc,USBMF0425061,https://p.scdn.co/mp3-preview/8e139f7df4c5c4bd6bb146ef0a946559ca85428e?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ghol Bouse (Ramesh),Vigen,"pop,persian",,,,,
Eshghe To (Masoud Remix),Babak Rahnama,"pop,persian",,,,,
Ménat xhoda ya azé badjal,Keyvan Chemirani,"instrumental,traditional,persian",0CgV508rqxlnijYPQ7LFLY,https://i.scdn.co/image/ab67616d0000b27338e9829dcff451df6e38e69f,FR6KO1800010,https://p.scdn.co/mp3-preview/60e702af32eb02d7463e9dbd2f3c29ff5270ab3a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khab,Shahab Ramezan,"pop,persian",2Usbhu24VO4iB6YXbZOnFx,https://assets.rjassets.com/static/mp3/shahab-ramezan-khab/495eae02.jpg,FR10S1752643,https://p.scdn.co/mp3-preview/8b264398b477d112083d9c787f967e6ae6f2cbd4?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/13076-4712e02f5d77169.mp3
Allâh Mazâr,Haj Ghorban Soleimani,"classical,instrumental,traditional,persian",7gdAN9qLAWSqhgisOppUBS,https://i.scdn.co/image/ab67616d0000b27355563ad027e091951ccf726c,USAFL9510062,https://p.scdn.co/mp3-preview/9491b126073c130364b5a335f257c2a377e3e8af?cid=0f3710c5e6654c7983ad32e438f68f9d,
Kharaman,Hossein Omoumi,"traditional,persian",7geAkLxyHjywLisulqf9tX,https://i.scdn.co/image/ab67616d0000b273db5206bf244a5699b8906cef,usl4q0869673,https://p.scdn.co/mp3-preview/9b7d6146ef3175dbe5d8acfe49281315ae8e179b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Tehran,Ali Yasini,"pop,persian",,https://assets.rjassets.com/static/mp3/ali-yasini-tehran/6ddac4aa5588bad.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/58723-ed4b9e50a5ed7fe.mp3
Bego naro,Ziba Shirazi,"pop,persian",44ByJEwsaDrO2MjyiyUUZ4,https://i.scdn.co/image/ab67616d0000b2734bc2b5b99fa531ff49b32a12,,https://p.scdn.co/mp3-preview/82022b92e47cc51c68375c3eacd1ffc19d9f1e7a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khandeh Khandeh,Elaheh,"pop,classical,traditional,persian",2jT56MeG4wMqrxGgnvWcT1,https://i.scdn.co/image/5abd55213c5049a7370a44469196f44fb3359110,USBMF7265801,https://p.scdn.co/mp3-preview/bcc95cf3f62a7b2cdf21df15912176f1c3021b82?cid=0f3710c5e6654c7983ad32e438f68f9d,
Sayehneshin,Martik,"pop,rock,persian",32vUgzkb5IgJkUHdDRpvfO,https://i.scdn.co/image/ab67616d0000b273d39e9a226b75d86ed9deabe8,QMDL41300006,https://p.scdn.co/mp3-preview/f410218a9067bf651b649251a84abdbdbda409ea?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bayat-e kord,Hossein Alizadeh,"classical,instrumental,traditional,persian",4LoRIXYaU80kumCG7QkYxm,https://i.scdn.co/image/ab67616d0000b273dba570494c066749bc486541,FR6V80503389,https://p.scdn.co/mp3-preview/7779ab1cd61d792c59ea85194e3c6a3839910ae3?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khooneh,Mehrdad,"pop,persian",4zkgIttj0Tq1R6J5EcTBex,https://i.scdn.co/image/ab67616d0000b273ae18878f62a261eadadfc03d,USPUP0812057,https://p.scdn.co/mp3-preview/796221c003f7c4db96d042de70651789ebf7fda1?cid=0f3710c5e6654c7983ad32e438f68f9d,
El Sol Sueno (Part II),Mohsen Namjoo,"rock,classical,instrumental,traditional,persian",,,,,
Midnight Sun(Delzendeha.Blogfa.com),Dastan Trio,"instrumental,persian",,,,,
Ax,Shayea,"rap,persian",6mfVFUDAiorV8qvfoShucx,https://assets.rjassets.com/static/mp3/shayea-ax/431b686e93ba468.jpg,GBSMU7125597,https://p.scdn.co/mp3-preview/1307fc444d121da335e5a73b347f9522069a6482?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/46376-537f7fa847eb523.mp3
"Isfahaan: Daramaad, Pishdaramaad",Parisa,"pop,classical,traditional,persian",48JaTIglzgA89jHFhEcSbg,https://i.scdn.co/image/ab67616d0000b273e5b37747b4fe5fd07ae76dc3,,https://p.scdn.co/mp3-preview/1d05cd79e0cd6b1012273c8e30b61227b27292b8?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khaastergaari,Abjeez,"pop,persian",,,,,
Nighttime,Pallett,"pop,persian",6h1TVgsyVd4y2p6stlTmw6,https://assets.rjassets.com/static/mp3/pallett-nighttime/f02a6eba7761cd9.jpg,QM4TW1594647,https://p.scdn.co/mp3-preview/e3ac0e5ce7e5244bcc76b004513601e0ea90a35d?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/42932-2c363618bb725d2.mp3
Jamehdaran,Parisa,"pop,classical,traditional,persian",,,,,
Bahar,Martik,"pop,persian",2bOcIC4wFd6OENI7UGHzIg,https://i.scdn.co/image/a59ada5190242e05d252de1b24e1cc0bc9244f59,USBMF9320302,https://p.scdn.co/mp3-preview/391720b57c79ce8b342dbda8061cb45c6538120c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mahan Farzad - Eastern Arnalds (Near Ira,Mahan Farzad,"instrumental,persian",,,,,
Da'vat,Bijan Mortazavi,"pop,persian",29BGoC4SgVb0lDmB6kX5PI,https://assets.rjassets.com/static/mp3/bijan-mortazavi-davat/dec63f08.jpg,TCABL1373003,https://p.scdn.co/mp3-preview/92cd50f1efb6e64b394bacdd1c3bb5bd47f0f350?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/7243-911f72f9778fa9f.mp3
04 Marjan Farsad - Golhaye Abi,Marjan Farsad,"pop,rock,persian",,,,,
Esharat-E Nazar,Sara Naeini,"pop,rock,classical,persian",,https://navaimg.b-cdn.net/2018/09/Sara-Naeini-Esharate-Nazar.jpg,,,https://cdn2.navahang.net/media/2018/mp3/09/lq/Sara%20Naeini%20-%20Esharate%20Nazar.mp3
Gereyli,Iraj Bastami,"classical,traditional,persian",68DT03jufjiiCa2IPyRu4O,https://assets.rjassets.com/static/mp3/iraj-bastami-gereyli/a3682fa0a8db12e.jpg,AEIRA1012673,https://p.scdn.co/mp3-preview/27c464aa143cf8f4077e10d11e2915054d0897bc?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/iraj-bastami-gereyli/Iraj+Bastami+-+Gereyli.mp3
Damn Good Days,Raffi Shahbazian,"rock,instrumental,persian",,,,,
Cassius-I love you so,Saber,"pop,persian",,,,,
Pat Vay Mistam,Shahram K,"pop,persian",,https://assets.rjassets.com/static/mp3/shahrum-k-pat-vay-mistam/d3aa68f6b0818da.jpg,,,https://host1.media-rj.com/media/mp3/shahrum-k-pat-vay-mistam/Shahrum+K+-+Pat+Vay+Mistam.mp3
Siah Hichvaght Gerye Nakard,Safir,"rap,persian",,,,,
Deltangam,Shahram Shokoohi,"pop,persian",244AVtDwxXHXS6g2IttzO5,https://assets.rjassets.com/static/mp3/shahram-shokoohi-deltangam/3229e87f55b11d1.jpg,FR10S1713520,https://p.scdn.co/mp3-preview/7ac42cded14d493cfdd39965bcb3a8df5ae2cd20?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/46218-6169a0bf1fe4b4f.mp3
Bayat Raje,Massoud Shaari,"traditional,persian",,,,,
The Nights Being with You 1,Dang Show,"persian,traditional",,https://navaimg.b-cdn.net/2013/05/Dang-Show-Deltang-Show-f.jpg,,,https://cdn2.navahang.net/media/artists/albums/Dang-Show/Deltang-Show/Dang%20Show%20-%20The%20Nights%20Being%20With%20You%201.mp3
Man Baraye Tou Halakam,Kouros Sarhangzadeh,"classical,traditional,persian",27h3HwrBwrfXEUCGkAf7Tr,https://i.scdn.co/image/a45246c5d6e648df1e0ba277071bb22ac13ded10,USBMF7568912,https://p.scdn.co/mp3-preview/a6e03bac06c9547b76e747fad31aa40c74fca54a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Nazanin,Sepideh,"pop,persian",1foN4smxURbVtjbH5A9jWq,https://assets.rjassets.com/static/mp3/sepideh-nazanin/601718859654a5f.jpg,,https://p.scdn.co/mp3-preview/91294bdf9a4eb56c56d56125470c0edc5b84365a?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/sepideh-nazanin/Sepideh+-+Nazanin.mp3
Khoda,Mehdi Moghaddam,"pop,persian",1UZwCGrDsWsS4PvkeZhcep,https://i.scdn.co/image/ab67616d0000b27346d3367c3f47c1c8ac670d77,ESA012061084,https://p.scdn.co/mp3-preview/77c5e2a1b334b1cd6d501726a400c35d05d39314?cid=0f3710c5e6654c7983ad32e438f68f9d,
Residi,Masoud Emami,"pop,persian",,https://assets.rjassets.com/static/mp3/masoud-emami-residi/5d3d0cc7.jpg,,,https://host1.media-rj.com/media/mp3/masoud-emami-residi/Masoud+Emami+-+Residi.mp3
Are Are,Mehdi Ahmadvand,"pop,persian",6b65cO5yJXGnKfHfr5nKJp,https://apin1mservice.com/image-application/mehdi-ahmadvand-are-are-mp3.jpg,FR2X41779777,https://p.scdn.co/mp3-preview/d37dab5b1ba9afd5e62fdfa2b7e7baa18d80bb9a?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1394/06/29/Mehdi Ahmadvand - Are Are [128].mp3
Lalaei,Darya Dadvar,"pop,classical,persian",,https://assets.rjassets.com/static/mp3/darya-dadvar-lalaei/5d0612c90e3bfe7.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/61588-359d93087d52d74.mp3
Aaftaab,Shahram K,"pop,persian",,,,,
Booye Scotch-(IRMP3.IR),Circo Cafe,"rock,persian",,,,,
Zaferani,Mehran Modiri,"pop,persian",3VHinfoA6Ioqx8sac4SCtU,https://i.scdn.co/image/ab67616d0000b2734868477a02e8cdc753fdc8d8,DEA371901697,https://p.scdn.co/mp3-preview/42a214239065cc69f6e4ab4d14b96d25838a52d1?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Fantasie On An Armenian Theme, Parts 1-3",Javād Ma'roufi,"classical,persian",,,,,
Ashk,Fataneh,"pop,persian",7f5Hj0GYnMkuBwlSX7OurW,https://i.scdn.co/image/ab67616d0000b273ecf2366574287b27e5267097,,https://p.scdn.co/mp3-preview/259884fbeb3cf62875e12ac80cd637195bcd7afb?cid=0f3710c5e6654c7983ad32e438f68f9d,
Barf,Milad Derakhshani,"pop,persian",2mKqCOiB0FPgPNnfuL8AY1,https://assets.rjassets.com/static/mp3/milad-derakhshani-barf/213d3423364a365.jpg,QM7281980586,https://p.scdn.co/mp3-preview/ddb7c0de23503cc251128bf38d5cebb048764250?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/milad-derakhshani-barf/Milad+Derakhshani+-+Barf.mp3
Mojezeh,Babak Jahanbakhsh,"pop,persian",6VvEBIjOTuWjqNvhmbpPuO,https://assets.rjassets.com/static/mp3/babak-jahanbakhsh-mojezeh/ec06eb7cedb7250.jpg,FRX201731978,https://p.scdn.co/mp3-preview/be6e3c1c47bdcb3e0da72796d2a10c09baa125b6?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/31408-bd30e8c2ce6a257.mp3
08-Bi Tou Hargez (Hengameh)-DJ T Presentation 2004,Hengameh,"pop,persian",,,,,
"From the Bohemian Forest, Op. 68, B. 133 : V. Silent Woods (Arr. Niefind  Ribke For Solo Cello and Cello Ensemble)",Kian Soltani,"classical,persian",,,,,
California Dreamin',Farhad,"pop,rock,instrumental,traditional,persian",,,,,
Be Name Khar,Ballgard,"rock,traditional,persian",,,,,
Dorooghe,Mehdi Ahmadvand,"pop,persian",3MfHrerFqF5f0X6UlSufeN,https://apin1mservice.com/image-application/mehdiahmadvand-dorooghe-mp3.jpg,FR10S1831201,https://p.scdn.co/mp3-preview/88b1fee8a3737d6a57ac756093474c0641146aaf?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1396/11/11/Mehdi Ahmadvand - Dorooghe [128].mp3
Roozha Shabha,Mahan Bahram Khan,"pop,persian",,https://assets.rjassets.com/static/mp3/mahan-bahram-khan-roozha-shabha-(album-version)/5186b87e0ecc1c4.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/34070-5fa5207816c5590.mp3
Morghe Shans,Fataneh,"pop,persian",2ahB27EFwoODoxvWHv2gsE,https://i.scdn.co/image/ab67616d0000b27317adc8331b8dbb39680b4bab,USPUP0811982,https://p.scdn.co/mp3-preview/28ef230a6e278442098b33fd2cca5408c991f33f?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bazgasht,Vigen,"persian,pop",,https://assets.rjassets.com/static/mp3/viguen-bazgasht/c4d4d8f2f416945.jpg,,,https://host1.media-rj.com/media/mp3/viguen-bazgasht/Viguen+-+Bazgasht.mp3
Yeh Rize,Shahram Solati,"pop,persian",1LFVceoB32ThbRscry9reL,https://assets.rjassets.com/static/mp3/shahram-solati-yeh-rize/69489b4ad7781fd.jpg,TCABU1462753,https://p.scdn.co/mp3-preview/46b4610471c86a5eb8fb5fb0c4a9192210833d7b?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/62574-ff2753849186d84.mp3
Khan baji,Mohsen Namjoo,"rock,classical,instrumental,traditional,persian",3HSuC2bBT4jgF0yKbvcmd9,https://navaimg.b-cdn.net/2011/01/Mohsen-Namjoo-OY-f.jpg,usl4q2099327,https://p.scdn.co/mp3-preview/408cd3e2901d69d92f671ce7823bf518de1c4efd?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/albums/Mohsen-Namjoo/OY/Mohsen%20Namjoo%20-%20Khan%20Baji.mp3
Bia Ba Gam Mast Shim,Tanbe10,"rap,persian",,,,,
07 Royaha,Marjan Farsad,"pop,rock,persian",,https://assets.rjassets.com/static/mp3/marjan-farsad-royaha/3492b3cf59fd9bb.jpg,,,https://host1.media-rj.com/media/mp3/marjan-farsad-royaha/Marjan+Farsad+-+Royaha.mp3
Cupe An (Ft. Erfan Paydar),CatchyBeatz,"rap,persian",,,,,
Daramad,Faramarz Payvar,"classical,instrumental,traditional,persian",4vtmqoygfQADi2lUDLe8ru,https://i.scdn.co/image/ab67616d0000b273224320f8aae086bc0fbecfce,IRIRA0911253,https://p.scdn.co/mp3-preview/3ef1924eabf403253e6028b1988cbbd602ced3ef?cid=0f3710c5e6654c7983ad32e438f68f9d,
Cheshmak (Ft AFX),Wantons,"rap,persian",,,,,
Divoone,Armin Nosrati,"pop,rap,persian",,,,,
Mojezeh,Hengameh,"pop,persian",,,,,
Vah Che Ballaee Ay Del,Pouran,"pop,persian",,,,,
Bedrood ba bedrood(So long Goodbye)-Episode I,Mohammad Motamedi,"traditional,persian",5dA6vhE447jB2Sqe5Le3wF,https://i.scdn.co/image/ab67616d0000b273a06175381a76ebdcaf3a7c3d,IRIRA1101023,https://p.scdn.co/mp3-preview/9c8da9eab58f3dd1320e2bf09060d4b461c8428c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Purified Dream,FG,"persian,rap",4wv1OfeUT7JqN9ZfIrqzEY,https://i.scdn.co/image/ab67616d0000b273f0ef9052fc58617c0b5028d3,DEH741511072,https://p.scdn.co/mp3-preview/4be5b822e56016d6b002a794aced1bd1d1ea249b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mordab,Googoosh,"pop,instrumental,traditional,persian",4N2XK4d8IGBVyejx2VX41c,https://navaimg.b-cdn.net/2015/01/Googoosh-Mordab.jpg,USBMF0540001,https://p.scdn.co/mp3-preview/273869b99481565ed6cb14352d60101f4fafbb3c?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/googoosh/kooh/lq/Googoosh%20-%20Mordab.mp3
Rider,Saber,"pop,persian",,,,,
Autumn,FG,"persian,rap",,,,,
Bari Baakh,Mansour,"pop,persian",,,,,
Ba To Ama Mishe Tan Dad,Sara Naeini,"pop,rock,classical,persian",,,,,
Bi Neshoun,Shahrzad,"pop,persian",,,,,
Kafi Nist,ParsaLip,"rap,persian",2MDSBC6mblqxWe4lDX88oS,https://i.scdn.co/image/ab67616d0000b27380ccb14f1dd277db3535b874,QZHN91923687,https://p.scdn.co/mp3-preview/51f60123e6ed3589392cd9a19597b72a9d8694e0?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khatoon,Khashayar Etemadi,"pop,classical,persian",,,,,
Singing in the Shadow 3,Dang Show,"persian,traditional",,https://navaimg.b-cdn.net/2013/05/Dang-Show-Deltang-Show-f.jpg,,,https://cdn2.navahang.net/media/artists/albums/Dang-Show/Deltang-Show/Dang%20Show%20-%20Singing%20In%20The%20Shadow%203.mp3
Tasnif-e Homayoun (Yar-e Delnavaz (Comforting Beloved)),Masters of Persian Music,"traditional,persian",,,,,
Age Bian Spotify,CatchyBeatz,"rap,persian",1pEbtSoM4bcHEkc29ZJwJ0,https://i.scdn.co/image/ab67616d0000b2732371f287c6531c3e39e61cfd,,https://p.scdn.co/mp3-preview/57fc71145182524b3cced16dea079bff7c9709e4?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bad-e Bahari,Dariush Rafiee,"classical,traditional,persian",3VnTtkzUb0ydU2IMSUBqhR,https://i.scdn.co/image/ab67616d0000b2730a6294ec8064a2277e2107f8,IRIRA0910092,https://p.scdn.co/mp3-preview/8faea8a38f9171b6eab29ff6609c16973235cb92?cid=0f3710c5e6654c7983ad32e438f68f9d,
Dooset Daram,Kamyar,"pop,persian",,https://assets.rjassets.com/static/mp3/kamyr-dooset-daram/dc408c05.jpg,,,https://host1.media-rj.com/media/mp3/kamyar-dooset-daram/Kamyar+-+Dooset+Daram.mp3
Adama,Barobax,"pop,persian",,,,,
Faghat Doa Kon,Ali Zand Vakili,"traditional,persian",,https://apin1mservice.com/image-application/ali-zand-vakili-faghat-doa-kon-mp3.jpg,,,http://music.n1mstaticfile.com/1394/02/31/Ali Zand Vakili - Faghat Doa Kon [128].mp3
Dastgâh-e Châhârgâh: Kharâmân,Hossein Omoumi,"traditional,persian",4pekapcvrHxpSV6ejxqCr3,https://i.scdn.co/image/ab67616d0000b27390871c0838a4f38f97b37edd,GBAJU9200095,https://p.scdn.co/mp3-preview/83f2efc05e58b355e500af87065dd9ac33e505bf?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ey Dad,Mehdi Yaghmaei,"pop,persian",1YKKqLGXW8eTpFvrrmph0n,https://apin1mservice.com/image-application/mehdiyaghmaei-ey-dad-mp3.jpg,DEXM81900619,https://p.scdn.co/mp3-preview/04eb49d0dde707f4bc43e3f9a104fdade44ceab3?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1396/05/11/Mehdi Yaghmaei - Ey Dad [128].mp3
Kibood Kibood,Shahyad,"pop,persian",2jm3IvJhu3FZX1qbbegXmu,https://i.scdn.co/image/ab67616d0000b2733b998a168d604de98cbca326,USPUP0810653,https://p.scdn.co/mp3-preview/8b16e7d705eb9468f88ba3686672be8f8527b050?cid=0f3710c5e6654c7983ad32e438f68f9d,
Shour,Ahmad Ebadi,"instrumental,traditional,persian",54R6M0DI3kHN9V05RdRt6h,https://i.scdn.co/image/ab67616d0000b2737c3e7846144ec5dbb2d557a3,QM6MZ1420707,https://p.scdn.co/mp3-preview/9577edca633e7a2bd342501725a4ca5a04d644fb?cid=0f3710c5e6654c7983ad32e438f68f9d,
Zendegy,Fereydoun Farrokhzad,"rock,persian",2MdGDQ31piESY0UPzqMbTr,https://i.scdn.co/image/ab67616d0000b273280787c0576252dfedd2eadf,USPUP1200087,https://p.scdn.co/mp3-preview/63f807c3441505c385f1c239f99cc67df407cc85?cid=0f3710c5e6654c7983ad32e438f68f9d,
To Bemani Va Man,Mehrpouya,"rock,persian",,,,,
Episode 11,Alireza Ghorbani,"classical,traditional,persian",4R5wWj2pytNXNmC8EtD43c,https://i.scdn.co/image/ab67616d0000b2736ae7e887c2b31daf765f7489,AEIRA1011335,https://p.scdn.co/mp3-preview/b701a001985219c7bea9f7fd3b8ec6a186971584?cid=0f3710c5e6654c7983ad32e438f68f9d,
Afsaneh Man,Fereydoun Farrokhzad,"rock,persian",0cDCQVG0HmA0Ke4YTQ0PHs,https://assets.rjassets.com/static/mp3/fereydoun-farrokhzad-afsaneh-man/171c3d8fc0a697e.jpg,USPUP1200078,https://p.scdn.co/mp3-preview/bfa22c266bed3dead73adef70929f234f22fb377?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/62453-6d84b712462e3df.mp3
Khorshid,Zakhmi,"rap,persian",189OYXGrOluYZIDA0vQGIb,https://i.scdn.co/image/ab67616d0000b2739119166d8f118c5366133c5c,ushm81985645,https://p.scdn.co/mp3-preview/d77a2f905f1da25c311e94fbcf9613bdbc0f2069?cid=0f3710c5e6654c7983ad32e438f68f9d,
shabhaye antazar,Alireza Eftekhari,"traditional,persian",,,,,
Maste Mast,Ahmad Saeedi,"pop,persian",7jF4fnfRbCmGfPeAr9oSMu,https://assets.rjassets.com/static/mp3/ahmad-saeedi-mast-e-mast/c36cb49bde35421.jpg,QZES82046053,https://p.scdn.co/mp3-preview/974d46d36d668dc088b47299037ab61babed4ac7?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/70767-6405ebe9dd4b4e8.mp3
Lalaee,Vigen,"pop,persian",,,,,
Boghz (Ft REZ),Sepehr Khalse,"rap,persian",,https://navaimg.b-cdn.net/2016/05/Sepehr-Khalse-Boghz-Ft-REZ.jpg,,,https://cdn2.navahang.net/media/2016/mp3/l/lq/Sepehr%20Khalse%20-%20Boghz%20(Ft%20REZ).mp3
Hamcho Farhad,Parisa,"pop,classical,traditional,persian",,,,,
Dorehami (feat. Shervin),Hossein Tohi,"rap,persian",,,,,
Tike Kalam,Ali Abdolmaleki,"pop,persian",0yQi7tcrxXgSrCREXN3Qjw,https://assets.rjassets.com/static/mp3/ali-abdolmaleki-tike-kalam/23df97ab1a06b93.jpg,,https://p.scdn.co/mp3-preview/bd89773d3c35929ffda3370d530babd29beb44a1?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/43308-517d796a60c3c8d.mp3
Asheghe Yeki Shodam,Sasy Mankan,"pop,rap,persian",,,,,
Bahar Bahareh,Homayra,"traditional,persian",0iDK7DlvgfJZRiXceXRP8h,https://i.scdn.co/image/389c2b024ae3333e2aea83ae054c360c1b41a2b2,USBMF0606052,https://p.scdn.co/mp3-preview/453251b091feb2dbd42e864f5bccbdef95f4379f?cid=0f3710c5e6654c7983ad32e438f68f9d,
Salam,Fereydoun Farrokhzad,"rock,persian",,,,,
Setar Solo,Massoud Shaari,"traditional,persian",,,,,
Sarnevesht,Shahram K,"pop,persian",,https://assets.rjassets.com/static/mp3/shahrum-k-sarnevesht/e5450e2b6d7c8a6.jpg,,,https://host1.media-rj.com/media/mp3/shahrum-k-sarnevesht/Shahrum+K+-+Sarnevesht.mp3
Delrikhteh,Shahyar Ghanbari,"pop,persian",,,,,
Ghahr,Kourosh Yaghmaei,"rock,persian",54nwvH7hOlZzqRpAIm82AI,https://i.scdn.co/image/ab67616d0000b273f767822d4647e8ec370ea83f,US2S71166027,https://p.scdn.co/mp3-preview/e429489ee18d5209ab4540cf18ffdbd44fbfb1fc?cid=0f3710c5e6654c7983ad32e438f68f9d,
Atash Beh Jane Sham Fetad,Elaheh,"pop,classical,traditional,persian",0Ei4kOdPx7AI8EVjjDQDP6,https://i.scdn.co/image/17f8cc0890f231b02f851f9168e874bf28ed1e10,USBMF7260013,https://p.scdn.co/mp3-preview/f95a4d827a739a6f9e0fe03af0f7fd251a812c32?cid=0f3710c5e6654c7983ad32e438f68f9d,
Saghi,Delkash,"pop,classical,traditional,persian",3LiQhBi58FH0O0uCkBJ2FU,https://i.scdn.co/image/dcc578bfec624799b1d3d7554b8f901eafe6a5be,USBMF0541113,https://p.scdn.co/mp3-preview/52cc1e7a51099c5b985f4dab931d5e0fcc7c6bfb?cid=0f3710c5e6654c7983ad32e438f68f9d,
Doune Doune,Masoud Emami,"pop,persian",,https://apin1mservice.com/image-application/masoud-emami-doune-doune-mp3.jpg,,,http://music.n1mstaticfile.com/artists/Masoud Emami/Mp3/Masoud Emami - Doune Doune [128].mp3
