name,artist,genres,id_spotify,cover_art,isrc,preview_url,download_url
Masnavi: Afshâri,Hossein Alizadeh,"traditional,persian,classical",2nobfL2NOzZrEj6FbMs3MC,https://i.scdn.co/image/ab67616d0000b27302405635545b3db0a83f9d61,USAFL0510020,https://p.scdn.co/mp3-preview/d9c75a1105453b56a4fa1205e3d9009e82e2710c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bol Bol - (Bia2Ahvaz.Ir),Niaz Nawab,"rock,persian",,,,,
Haramsara,Black Cats,"pop,persian",02jdEPfL8yxrkosBhabOjJ,https://i.scdn.co/image/7a86a53670c1efc3cb330420dae5364a390e0d2d,USBMF1125870,https://p.scdn.co/mp3-preview/c31c02bf9f1014bea3884015bfc2159c378e67d1?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Dige Bayad Bas Konam (Ft Behzad Leito, Sepehr Khalse, & Sami Low) [Nex1Music.IR]",Alireza JJ & Sijal,"rap,persian",,,,,
Haji 2,Faramarz Assef,"pop,persian",,https://assets.rjassets.com/static/mp3/faramarz-assef-haji-2/398ebd0882bb3cf.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/62363-368861a8119d1a0.mp3
"Dige Bayad Bas Konam (Ft Behzad Leito, Sepehr Khalse, & Sami Low)",Alireza JJ & Sijal,"rap,persian",,,,,
Rewend,Kayhan Kalhor,"classical,instrumental,traditional,persian",4pnnJ643HTlt1G1kN9kT06,https://i.scdn.co/image/ab67616d0000b273c35ee0486eef76648ae9c48e,FR9W11521552,https://p.scdn.co/mp3-preview/246e9c69e8b8288b14e353a0fd6001b89791bb38?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ayne Ayne,Sogand,"pop,rap,persian",1tCaoWfRTno7gxR2wfr2e1,https://assets.rjassets.com/static/mp3/sogand-ayne-ayne/1e54e030bdc0da4.jpg,,https://p.scdn.co/mp3-preview/ccf40a5f2d983ecbdc9eac05718b66815a8b0df8?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/89651-8ede7c4e86838d4.mp3
Mardom Azaar - Original Mix,Barad,"rock,traditional,persian",,,,,
Ney Nava / Naghmeh,Hossein Alizadeh,"traditional,persian",3CVDpnjD3G05fv2YQ0RFB7,https://i.scdn.co/image/ab67616d0000b2735929179fdd0f4476098b1827,ushm80695865,https://p.scdn.co/mp3-preview/259a96574e8b1ef4c865412a779d427c3d73ff36?cid=0f3710c5e6654c7983ad32e438f68f9d,
Tasnif,Mohammadreza Shajarian,"classical,persian",,,,,
Khoshgeleh,Black Cats,"pop,persian",,https://navaimg.b-cdn.net/2016/01/Black-Cats-Khoshgeleh.jpg,,,https://cdn2.navahang.net/media/artists/black-cats/lq/Black%20Cats%20-%20Khoshgeleh.mp3
Bi Seda Tar,Mehdi Jahani,"pop,persian",,https://assets.rjassets.com/static/mp3/mehdi-jahani-bi-seda-tar/77561b89.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/4489-8b18b9f1d43f999.mp3
Man Hamoonam,Alireza Talischi,"pop,persian",6KRzkkbShUFh0CaQrfZTL0,https://apin1mservice.com/image-application/alirezatalischi-man-hamoonam-mp3.jpg,FR96X1716786,https://p.scdn.co/mp3-preview/ba70a86c79f0a6107b33e252eb9ffe261e269c61?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1396/02/15/Alireza Talischi - Man Hamoonam [128].mp3
Lalayi,Atour,"persian,rap",,,,,
Peurto Rico,25 Band,"pop,persian",,,,,
Shab Goriz,Khashayar Etemadi,"pop,classical,persian",06kCgpXSOznOXBv2MITYkY,https://i.scdn.co/image/ab67616d0000b273814317f299d35ba1a222e74d,AEIRA1012012,https://p.scdn.co/mp3-preview/c68849599a70d85a13ba7fee446001fc42d03098?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ira (Fat-Tao Remix),Dariush,"pop,rock,instrumental,traditional,persian",,,,,
Moon Light (Featuring Ramin Torkian - Vocals),Axiom Of Choice,"classical,traditional,persian",,,,,
Sogand,Vigen,"pop,persian",,https://assets.rjassets.com/static/mp3/viguen-sogand/f3c6244c798a091.jpg,,,https://host1.media-rj.com/media/mp3/viguen-sogand/Viguen+-+Sogand.mp3
Hajigholag,Haj Ghorban Soleimani,"classical,instrumental,traditional,persian",,,,,
Sarab,Quf,"rap,persian",,,,,
Untitled,Saber,"pop,persian",,,,,
Raftan e to,Khashayar Etemadi,"pop,classical,persian",5ZKxPdy3wIW2fPcqlUdlQx,https://navaimg.b-cdn.net/2017/04/Khashayar-Etemadi-Raftane-To.jpg,AEIRA1010664,https://p.scdn.co/mp3-preview/7433ef157bfc8b29ab0a7cf214b57f71f1349999?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/2017/mp3/04/lq/Khashayar%20Etemadi%20-%20Raftane%20To.mp3
Panjzarbi Bayat Tork,Milad Derakhshani,"pop,persian",4HD0TStUlNSdWdNeWUTPLj,https://i.scdn.co/image/ab67616d0000b27365b261b81f1443be23f4629d,IRIRA0911510,https://p.scdn.co/mp3-preview/f66f70d04c63b0ab523fd57cdd569086c20d5653?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hi Bitch,ParsaLip,"rap,persian",,,,,
Dige Azat Badam Miaad,Afshin,"pop,persian",,https://assets.rjassets.com/static/mp3/afshin-dige-azat-badam-miaad/33c0310073a5dc2.jpg,,,https://host1.media-rj.com/media/mp3/afshin-dige-azat-badam-miaad/Afshin+-+Dige+Azat+Badam+Miaad.mp3
Bayat–e Tork,Ahmad Ebadi,"instrumental,traditional,persian",3R3lfrUPmcEW3ohs9izpCV,https://i.scdn.co/image/ab67616d0000b273095c04abdd7c9652b9ffd870,usdy41560739,https://p.scdn.co/mp3-preview/358e0de57ceea7cbe9e47ee4083d6bd0e7c3902b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Kimia (Ft Siaho Sefid & Arghavan),Sepehr Khalse,"rap,persian",,,,,
شیرین,محسن نامجو,"rock,persian",,,,,
Ashegh Besho (Be In Love),Khak,"rock,traditional,persian",2rOKN5x6BzxZWccDdsPFdF,https://i.scdn.co/image/ab67616d0000b2735c58df0020f55cfc0a608c64,uscgh1176385,https://p.scdn.co/mp3-preview/c0600c1e5885df7d22fad81fa02ae4fabe380470?cid=0f3710c5e6654c7983ad32e438f68f9d,
Salam,Shahram Solati,"persian,pop",0rwzHVRlBvyKGi8SYzLTx1,https://assets.rjassets.com/static/mp3/shahram-solati-salam/e5701e565cb67d8.jpg,TCABU1462752,https://p.scdn.co/mp3-preview/e94d0df36bbe516b41117203dfc9b17ad5c37dbc?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/62573-c5980721d87657b.mp3
Man Na Manam,Amir Khalvat,"rap,persian",0dbjSpmyYaCDQSJN38Z0xz,https://assets.rjassets.com/static/mp3/amir-khalvat-man-na-manam/f603f3cdd8cb96e.jpg,GBSMU7641787,https://p.scdn.co/mp3-preview/8420c4c7253bab69e5139d61e11ade0876a0b0e1?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/54230-299b734ecf8efd1.mp3
gahvareh,Googoosh,"pop,instrumental,traditional,persian",0JINDj9TdQMACprfq1OaVs,https://navaimg.b-cdn.net/2015/01/Googoosh-Gahvareh.jpg,USPUP0810035,https://p.scdn.co/mp3-preview/06fbcabbd732d68d5e0cc67ba485e9a6f4d3a328?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/googoosh/pol/lq/Googoosh%20-%20Gahvareh.mp3
Poshte Shishe,Saeed Modarres,"pop,persian",67GF4ywbUe0DhQZ3tfnHKk,https://i.scdn.co/image/ab67616d0000b273261b2d1dbdeb3ebe0563ebd3,,https://p.scdn.co/mp3-preview/a02126f8c817c96c3834cec444a81b8b8bc61d1a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mehraboonet Ghashange,Homayra,"traditional,persian",2YuRqa05QeF4a7MWwbKqVB,https://i.scdn.co/image/c4ab20cfde9f3424834f2d7b94085e0c95ccbd72,USBMF1125911,https://p.scdn.co/mp3-preview/9ab157c5d2b473e4d6fcf6889b754223be77c2cd?cid=0f3710c5e6654c7983ad32e438f68f9d,
Jodayi,Fereydoun,"pop,persian",56rxpNUZ5qK1b09kWkJQkM,https://i.scdn.co/image/ab67616d0000b27341de90b3f78afc94dc4e85f1,USPUP0811482,https://p.scdn.co/mp3-preview/cb30e8bc02ae3a8cdaba71ea05c264a8d18bd84d?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khialeh Booseh,Mehrshad,"pop,persian",,,,,
Marefate Eshgh,Bijan Mortazavi,"pop,persian",1ynfrGsjKhXn5sRal2Gp52,https://i.scdn.co/image/d2c23ec9badfaee3c6a7cb1955d98e27ed466c09,USBMF9824066,https://p.scdn.co/mp3-preview/fb5c0152faf59d1aed081a071741f5aaaa804916?cid=0f3710c5e6654c7983ad32e438f68f9d,
Shaghayegh,GDaal,"rap,persian",5NvDwTp09MxTKmcjBgw0OR,https://assets.rjassets.com/static/mp3/gdaal-shaghayegh/21e70cb865fbe0a.jpg,uscgj1923529,https://p.scdn.co/mp3-preview/c5e9a80141f6535ac565d66db028282d71f5402f?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/86319-d3082d22fc183c5.mp3
Ahange Khali,Mehrdad,"pop,persian",5OMqRqpBWa8J7W6tkDr70d,https://i.scdn.co/image/ab67616d0000b2732ecdd1c5a6c233b85a1d011b,USPUP0812838,https://p.scdn.co/mp3-preview/b7b51d44a0f47e26df1f8f295569682e38b6328d?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bi To Mimiram,Babak Jahanbakhsh,"pop,persian",,https://apin1mservice.com/image-application/babak-jahanbakhsh-bi-to-mimiram-mp3.jpg,,,http://music.n1mstaticfile.com/artists/Babak Jahanbakhsh/Babak Jahanbakhsh - Bi To Mimiram [128].mp3
Aknoun Kojaei?,Milad Derakhshani,"pop,persian",1PbIGVL1UvDta3T9G1Jkna,https://i.scdn.co/image/ab67616d0000b2738cd8183e16cb175ee6a7c14a,QMFME1980481,https://p.scdn.co/mp3-preview/37b3fd189d2944bc331853db8585b9e26ed1246b?cid=0f3710c5e6654c7983ad32e438f68f9d,
motasefane,Sasy Mankan,"pop,rap,persian",,,,,
Raftam Ke Raftam,Aron Afshar,"pop,persian",5gDu9hco73giGrAsQlXMfo,https://assets.rjassets.com/static/mp3/aron-afshar-raftam-ke-raftam/23a9348d3ded82f.jpg,FR26V2003288,https://p.scdn.co/mp3-preview/28bc894b3fb827eef00dd6417698341368a93cc1?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/95452-a513ae355215637.mp3
Daro Baz Nemikonam,Fereydoun Farrokhzad,"rock,persian",5YL1OXKoeGGFFdj0SdpONh,https://assets.rjassets.com/static/mp3/fereydoun-farrokhzad-daro-baz-nemikonam/a8dcef52cb05fc2.jpg,USPUP1200091,https://p.scdn.co/mp3-preview/21ca79085113ddd155fadae15ae005afe1f2a954?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/fereydoun-farrokhzad-daro-baz-nemikonam/Fereydoun+Farrokhzad+-+Daro+Baz+Nemikonam.mp3
Naar Dooneh,Ali Zand Vakili,"traditional,persian",,https://assets.rjassets.com/static/mp3/ali-zand-vakili-naar-dooneh/16eb9936.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/9668-c7121245011d122.mp3
Bemoon,Farzad Farzin,"pop,persian",2u7zNk8VjLhoJndRIr8F6p,https://assets.rjassets.com/static/mp3/farzad-farzin-bemoon/dfc62c809021bc6.jpg,IRIRA0913535,https://p.scdn.co/mp3-preview/bafbf181d4f7437eb12d6d65a643e60429d8a0c9?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/farzad-farzin-bemoon/Farzad+Farzin+-+Bemoon.mp3
Tori Ke Ra Miram,Tik Taak,"rap,persian",2HpONp3eahdBLcg1q3ZHlc,https://assets.rjassets.com/static/mp3/tik-taak-a2-tori-ke-ra-miram/79a404b5b90408c.jpg,ushm21691286,https://p.scdn.co/mp3-preview/1dda9b540849e963c91ee8f0d66dbe121fdf9f94?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/61051-3222690449bef03.mp3
Blue as the Turquoise Night of Neyshabur,Kayhan Kalhor,"classical,instrumental,traditional,persian",3fDbF12XdhgW5DYXEvH2LC,https://i.scdn.co/image/ab67616d0000b2731cbcb5ccded8951306e00d0b,USSM10111282,https://p.scdn.co/mp3-preview/a17bac3eb6a5b1a9c270024884d39531805f15a2?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mahtab,Nima Masiha,"pop,classical,persian",,https://assets.rjassets.com/static/mp3/nima-masiha-kahtab/83341b04c8f9742.jpg,,,https://host1.media-rj.com/media/mp3/nima-masiha-mahtab/Nima+Masiha+-+Mahtab.mp3
Tanhayam,Babak Rahnama,"pop,persian",0L2zL0tMxrnJPROF4I68JS,https://assets.rjassets.com/static/mp3/babak-rahnama-tanhayam/b88b231e47f22f9.jpg,GBGCA0800294,https://p.scdn.co/mp3-preview/226382a477ee91fbdce0dbfb8e2c536f9207fb8e?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/babak-rahnama-tanhayam/Babak+Rahnama+-+Tanhayam.mp3
Chaharmezrab Hejaz,Jalil Shahnaz,"instrumental,traditional,persian",,,,,
Alan bade,Wantons,"rap,persian",,https://assets.rjassets.com/static/mp3/wantons-alan-bade/c12cdd25cc5ea80.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/30257-caa723e40e9ffd0.mp3
Norooz Gift,Hamid Talebzadeh,"pop,persian",,https://assets.rjassets.com/static/mp3/hamid-talebzadeh-norooz-gift/3d236aec9aa36aa.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/3623-eb59760d91d30ec.mp3
Bigharar,Shahrzad,"pop,persian",0v1VYRExuqlhuVGVSz2rCP,https://assets.rjassets.com/static/mp3/shahrzad-bigharar/bf111500f6bca2b.jpg,usdy41795125,https://p.scdn.co/mp3-preview/abb4f9c4b6780bd59cba526a763478b930a02c97?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/71978-28f18ce88030865.mp3
Bezanam Naft Dar Biad,Amir Tataloo,"pop,rap,persian",4WmLjbf7VoMq8jhFCOiwKq,https://assets.rjassets.com/static/mp3/amir-tataloo-bezanam-naft-dar-biad/a41406edd255496.jpg,TCAES2036152,https://p.scdn.co/mp3-preview/b63f0e0dbac91e1796dda3691b6bbba7ed0e575f?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/91693-932fbaeeade4209.mp3
Bayad Be to Bargardam,Khashayar Etemadi,"pop,classical,persian",3zM214DJby1ki7mv3XnuN1,https://assets.rjassets.com/static/mp3/khashayar-etemadi-bayad-be-to-bargardam/be6a1eb94476f0d.jpg,AEIRA1010666,https://p.scdn.co/mp3-preview/6ee494c6f9f92d21905685afe27e577ff951d416?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/khashayar-etemadi-bayad-be-to-bargardam/Khashayar+Etemadi+-+Bayad+Be+To+Bargardam.mp3
Baba To Dige Ki Hasti,Mehrshad,"pop,persian",,https://navaimg.b-cdn.net/2017/06/Mehrshad-Baba-To-Digeh-Ki-Hasti.jpg,,,https://cdn2.navahang.net/media/2017/mp3/06/lq/Mehrshad%20-%20Baba%20To%20Digeh%20Ki%20Hasti.mp3
Gap-e-Show,Soheil Nafisi,"pop,rock,persian",5xueeI2RPFFC6RSQq2isiU,https://i.scdn.co/image/ab67616d0000b273aff3ef16747c4e486ae73d31,ES18G1251002,https://p.scdn.co/mp3-preview/ca21af9583cefab3981461400a72b0831caa3de9?cid=0f3710c5e6654c7983ad32e438f68f9d,
Majles Afruz,Dariush Tala'i,"instrumental,traditional,persian",57c1w5Ox4OTjDNA6KZN1eg,https://i.scdn.co/image/ab67616d0000b273d3a3624236431bf51ba4b1ad,uscgj1608161,https://p.scdn.co/mp3-preview/b2586f7f5a7dccfbabfd7d8438fc9dad6a62393d?cid=0f3710c5e6654c7983ad32e438f68f9d,
Marham,Googoosh,"pop,instrumental,traditional,persian",4KMvZAyNPrE3AergAIewKQ,https://assets.rjassets.com/static/mp3/googoosh-marham-(live)/3c2acbee.jpg,USPUP0810002,https://p.scdn.co/mp3-preview/d17786650842cfb354f6476042940194db94f9c0?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/googoosh-marham-(live)/Googoosh+-+Marham+%28Live%29.mp3
Lahzeha,Shahab Ramezan,"pop,persian",7gXS87Fw8LeUUkAi38gOfZ,https://assets.rjassets.com/static/mp3/shahab-ramezan-lahzeha/c739b93d.jpg,FR10S1752637,https://p.scdn.co/mp3-preview/f2763155fe576b34d980ecd8b49bcce8504acb4e?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/13073-a2a15ce42021f80.mp3
Savar,Houshmand Aghili,"pop,classical,persian",4GTMByFwmc6EwMMBxwGNmh,https://i.scdn.co/image/74961a0cbd34bb3095e1eba0aa7a29d999b8177d,USBMF9721052,https://p.scdn.co/mp3-preview/59c8b0b958d9d615fbb82636644a67e26512d22e?cid=0f3710c5e6654c7983ad32e438f68f9d,
Harfaamo Bavar Kon,Saeid Shahrouz,"pop,persian",,https://assets.rjassets.com/static/mp3/saeid-shahrouz-harfaamo-bavar-kon/c5780c28eee5b71.jpg,,,https://host1.media-rj.com/media/mp3/saeid-shahrouz-harfaamo-bavar-kon/Saeid+Shahrouz+-+Harfaamo+Bavar+Kon.mp3
DariyÃ¢,Niaz Nawab,"rock,persian",,,,,
Navayee,Haale,"rock,persian",4YJkdN3PR1xjP1poOUfF76,https://i.scdn.co/image/ab67616d0000b273e155bc347ce605f62c2c10c7,usx9p0680185,https://p.scdn.co/mp3-preview/0c212659d02ee90a1335e75704ad5b25ff6a810c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Barreho Gorg,Shahram Solati,"pop,persian",4EFOSR25OLsTo0RK6Azzql,https://i.scdn.co/image/f0df33e9c84d717806f4922348064d895b516662,USBMF9321146,https://p.scdn.co/mp3-preview/4ed03d92de2643d3d73ada39f010aac05874ad52?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mehmoone Shab,Mehdi Yaghmaei,"pop,persian",,https://assets.rjassets.com/static/mp3/mehdi-yaghmaei-mehmoone-shab/cf9f2e19.jpg,,,https://host1.media-rj.com/media/mp3/mehdi-yaghmaei-mehmoone-shab/Mehdi+Yaghmaei+-+Mehmoone+Shab.mp3
Baraye,Amir Khalvat,"rap,persian",0Upjis4g7bYm0Jf6ncz9iv,https://i.scdn.co/image/ab67616d0000b27327eda92f796f653bb9e23449,GBSMU7306057,https://p.scdn.co/mp3-preview/de43af9219384961bca7095f115940fa6b579946?cid=0f3710c5e6654c7983ad32e438f68f9d,
Nishkhand (feat. Sijal & Nassim),Sohrab MJ,"rap,persian",,,,,
Ney,Mohammad Motamedi,"traditional,persian",0Cvp3PUdxxhIrVWvG0jDum,https://i.scdn.co/image/ab67616d0000b27300e760cb3c7435d190280d40,FR6V82545122,https://p.scdn.co/mp3-preview/4346c877ab772b08a366010bc407bf290347f926?cid=0f3710c5e6654c7983ad32e438f68f9d,
Man Nemikham Avaz Besham,Xaniar,"pop,persian",,https://assets.rjassets.com/static/mp3/xaniar-man-nemikham-avaz-besham/292e4b1496e07d5.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/23667-e41608e2ba3674e.mp3
Khab,Shahram Shabpareh,"pop,traditional,persian",5Bh5ay8MITWuylfjUqdmzg,https://i.scdn.co/image/ab67616d0000b273201c3b08fbb4698e1175a831,,https://p.scdn.co/mp3-preview/eb82b4cb73603a36a69c3eb85d69f051f981dd13?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hymn of Fellow Travellers,Soheil Nafisi,"pop,rock,persian",,,,,
Boosehye Moj,Mehrpouya,"rock,persian",,,,,
Fanyam Man II,Shahram Nazeri & Hafez Nazeri,"traditional,persian",,,,,
Cheshm Be Rah,Shohreh,"pop,persian",2I2r6Ge2QwwZcHGJUJljjm,https://i.scdn.co/image/ab67616d0000b2733debdfe3dc3c5386b4cf9a2f,USACX1100599,https://p.scdn.co/mp3-preview/a03696ff9b8697de4d9c9955505e5c8cc56dee1c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Pop Pop Kudu - Radio Edit,Parisa,"pop,classical,traditional,persian",,,,,
Eteraf,Ali Abdolmaleki,"pop,persian",0gDHyerXsLi2WeQ4YYtZ2f,https://apin1mservice.com/image-application/ali-abdolmaleki-eteraf-mp3.jpg,FRX452042403,https://p.scdn.co/mp3-preview/10c9f6b564e0b7acfe468dee625dc7fda778fe86?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1399/01/02/Ali Abdolmaleki - Eteraf [128].mp3
Rosvaei,Hamid Hiraad,"pop,traditional,persian",,,,,
Ehsas,Nima Masiha,"pop,classical,persian",,https://assets.rjassets.com/static/mp3/nima-masiha-ehsas/8fc94691.jpg,,,https://host1.media-rj.com/media/mp3/nima-masiha-ehsas/Nima+Masiha+-+Ehsas.mp3
15 лет,Sahar,"pop,persian",,,,,
Darde Del Tangi,25 Band,"pop,persian",,,,,
Bargizan,Mehrpouya,"rock,persian",,,,,
Timmy Might Bury Ya'll,Mahdyar,"rap,persian",,,,,
Wonder,Eddie Attar,"pop,persian",2x0oP8desgDaWCNGSkKX6h,https://i.scdn.co/image/ab67616d0000b273f84c012ce54bba641fc7fcea,TCABH1268762,https://p.scdn.co/mp3-preview/556d43eb5d1a4efba1b2b6848466c4b017d9764c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Khato Neshan(www.Next1.ir),Aron Afshar,"pop,persian",,,,,
Bang (Remix) (feat. Hichkas),Mahdyar,"rap,persian",,,,,
Ghebleh,Bijan Mortazavi,"pop,persian",6eRlwd1De9aKRtu90CTDuQ,https://i.scdn.co/image/28d2a19c7e50ea02016d5e84385de89147ffb003,USBMF9220381,https://p.scdn.co/mp3-preview/91b9fe2ad356a681af94ded925759d9eab045dab?cid=0f3710c5e6654c7983ad32e438f68f9d,
Bargashtim,Tanbe10,"rap,persian",,,,,
Let It Be,Farhad,"pop,rock,instrumental,traditional,persian",,,,,
Havaset Nist,Mahan Bahram Khan,"pop,persian",,https://apin1mservice.com/image-application/mahan-bahram-khan-havaset-nist-mp3.jpg,,,http://music.n1mstaticfile.com/1394/06/03/Mahan Bahram Khan - Havaset Nist [128].mp3
Ta Bahare Delneshin,Banan,"rap,classical,traditional,persian",,,,,
Migrating Bird,Mehrdad Mehdi,"rock,classical,instrumental,persian",5thHAr8e7WvS6RcAjT7TNT,https://i.scdn.co/image/ab67616d0000b2737f7192d4a1e385c9a2afe0e8,ushm91729406,https://p.scdn.co/mp3-preview/ecd72e4b63d679029f546ca049b9b8a51fc5d97c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Az Dast-e-to Narahatam,Khashayar Etemadi,"pop,classical,persian",1bosVYeAPM7lcnMc8ogyPU,https://navaimg.b-cdn.net/2017/04/Khashayar-Etemadi-Az-Daste-To-Narahatam.jpg,AEIRA1010306,https://p.scdn.co/mp3-preview/0c1bfeb017e9ddbe994461b4353859bf09cd9555?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/2017/mp3/04/lq/Khashayar%20Etemadi%20-%20Az%20Daste%20To%20Narahatam.mp3
Nefrin,Amir Azimi,"pop,rock,persian",5npjGnUD53iBbfWZ2sadge,https://apin1mservice.com/image-application/amir-azimi-nefrin-mp3.jpg,QZNWR2069756,https://p.scdn.co/mp3-preview/5b00793a24bfffe6fde3e1b0729cbe8441f6d956?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/Artist/Amir Azimi/Mp3/Amir Azimi - Nefrin [128] .mp3
Mitoonestam 4 Real,Abjeez,"pop,rock,traditional,persian",3xCgd0IY5p1MmV6T0zLsj8,https://i.scdn.co/image/ab67616d0000b27357eb90c06e138f4222d919da,sexgc0700203,https://p.scdn.co/mp3-preview/762a191dc4e5fc29d113003d545fa8bf791af139?cid=0f3710c5e6654c7983ad32e438f68f9d,
Take,Babak Rahnama,"pop,persian",6RAdMqBf1v5ReGp0bAhjnq,https://i.scdn.co/image/ab67616d0000b2733d94eb27d56ab01200568d17,GBGCA1100496,https://p.scdn.co/mp3-preview/a9d46dfd49a2f66134eaffac18ca57e3ca82bee4?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hadaf (feat. Bidad),Quf,"rap,persian",07HBWfGAIP0EDrRWBes2ym,https://i.scdn.co/image/ab67616d0000b273188747e4ec14c6b97acd3849,ushm81179637,https://p.scdn.co/mp3-preview/74865cd5cb20bfbc394750df5ad03cb5b18db42d?cid=0f3710c5e6654c7983ad32e438f68f9d,
naghmeh,Hossein Alizadeh,"persian,traditional",0vlVUbO7LiGBu4jxG1OqAM,https://i.scdn.co/image/ab67616d0000b273f0bd4dbb6a1d654d7ad1fb23,ushm20727899,https://p.scdn.co/mp3-preview/c678d45e40d9de477b2bf3fc29b50a96be4ab903?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Beloved, do not let me be discouraged",Kayhan Kalhor,"classical,instrumental,traditional,persian",22fnSDYIfszdkTG6FOtd6W,https://i.scdn.co/image/ab67616d0000b273b3904cd09805f8f93675ed30,USWR40707804,https://p.scdn.co/mp3-preview/9fe09c21c1a8a9dfb5a2cc3e80172c84b290543f?cid=0f3710c5e6654c7983ad32e438f68f9d,
Fargh Nemikone (feat. Siavash Rad),Sepehr Khalse,"rap,persian",6CcnFTtROpdzUsNMbuMuhV,https://i.scdn.co/image/ab67616d0000b273ab64aeebff4fa1e2670eab8e,TCACM1650778,https://p.scdn.co/mp3-preview/9ca9fdff8ea8b252237ed63ed11a9fce97186b76?cid=0f3710c5e6654c7983ad32e438f68f9d,
Tora Delbar Seda Kardam,Kouros Sarhangzadeh,"classical,traditional,persian",39IZVYvReKwKiybDb8H0lV,https://i.scdn.co/image/14f7e4efbc488ce8b76293d5b4161e80ec696258,USBMF0525560,https://p.scdn.co/mp3-preview/89949e9957b0fd95c0de5fbecfcad86bd4a9c03c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Zaferani (Payan),Mehran Modiri,"pop,persian",,,,,
Dokhtare Boyer Ahmadi,Minoo Javan,"traditional,persian",,,,,
Avaze Eshgh,Alireza Eftekhari,"traditional,persian",,https://assets.rjassets.com/static/mp3/alireza-eftekhari-avaze-eshgh/e660307c63f81d8.jpg,,,https://host1.media-rj.com/media/mp3/alireza-eftekhari-avaze-eshgh/Alireza+Eftekhari+-+Avaze+Eshgh.mp3
Natars,Mehrshad,"pop,persian",4UMsbafEfIAH8a8QRiao1M,https://assets.rjassets.com/static/mp3/mehrshad-natars/b100f1e85d3f92d.jpg,TCACM1631665,https://p.scdn.co/mp3-preview/cb2f63c54024840ba3118cc52adb94e9474b1948?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/53126-db3ca8c5551c6e2.mp3
Chegadr Tanhaee Bade,25 Band,"pop,persian",,https://assets.rjassets.com/static/mp3/25-band-chegadr-tanhaee-bade/53fa87f0.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/2242-c9da776e813dc0c.mp3
